label	explanation
1	Tutte le balene devono essere protette.
0	Mettitelo bene in testa.
0	Questa macchina è vecchia ma funziona ancora come nuova.
1	Leonardo non conosce Maria.
1	Il governo ha abolito la legge. La frase è già corretta.
1	Ho spazzolato le scarpe.
1	Tommaso abita da dieci anni.
1	Riccardo ha dato un libro a Sofia.
1	Maria ha corso per ore. La frase è già corretta.
1	Francesco ha bevuto un caffè.
1	Andrea ha trovato un biglietto per l'opera. La frase è già corretta.
1	Edoardo sta compilando.
1	Emanare profumo. La frase è già corretta.
0	Aprire un nuovo negozio. La frase è corretta. Tuttavia, è un'azione incompleta e potrebbe essere migliorata aggiungendo un verbo ausiliare per formare una frase completa. Ad esempio: "Voglio aprire un nuovo negozio."
1	Iniziare un'attività.
1	La porta si è chiusa. La frase è già corretta.
1	Gabriele non ammette di essere preso in giro. La frase è già corretta.
1	Paola ha restituito il libro.
1	La frase è già corretta.
1	Le scarpe si sono macchiate.
1	Le giornate si sono accorciate. La frase è già corretta.
1	Qualcosa ha accorciato le giornate.
1	Qualcuno ha accorciato le giornate. La frase è già corretta.
1	Aggrapparsi a un ramo. La frase è già corretta.
1	Arenatesi le navi, gli equipaggi sono scesi a terra. La frase è già corretta.
1	La nebbia è svanita.
0	Alessandro si piange sempre. La frase presenta un uso errato del verbo "piange". In italiano, "piange" è un verbo transitivo, il che significa che richiede un oggetto diretto. In questo caso, "Alessandro" è il soggetto e non l'oggetto diretto. La frase corretta sarebbe: "Alessandro si piange addosso sempre" o "Alessandro si piange addosso".
1	Riccardo si lagna sempre.
1	Alle sue parole, Maria ha annuito. La frase è già corretta.
1	L'acqua è sgorgata all'improvviso. La frase è già corretta.
1	Andrea ha sbadigliato? La frase è già corretta.
1	Riccardo pedala
0	Ha approfittato dell'esperienza.
1	Il figlio di Francesco si siede in prima fila alle 8 in punto.
1	Quando iniziò il concerto, il figlio di Leonardo sedeva in prima fila. La frase è già corretta.
0	Il muro ammuffisce in una giornata.
1	Paola sta suonando un pezzo di Bach.
1	Il coro canta molto bene. La frase è già corretta.
1	Riccardo aspirava sempre il fumo del sigaro.
1	Andrea aspira a diventare medico.
1	Lorenzo non ha cucinato.
0	La lettera viene scritta.
0	Disturbo? - La frase è corretta ma è una domanda, quindi potrebbe essere più appropriato rispondere "Sì" o "No" per renderla una frase completa. Ad esempio: "Disturbo? Sì."
1	Leonardo sta compilando.
1	Riccardo non scrive più da un pezzo.
1	Il macchinista si è fermato.
0	I negozianti hanno aumentato i prezzi.
1	I bicchieri si sono rotti. La frase è già corretta.
1	Paola ha acceso il fuoco.
1	Il soggiorno in Canada ha migliorato il suo inglese. La frase è già corretta.
1	La lezione ha continuato.
1	Saltare un ostacolo. La frase è già corretta.
1	Tutti si sono commossi.
1	Si è macchiata la tovaglia.
1	Macchia il vino. La frase è già corretta.
1	L'acqua è gelata in due ore.
0	Le candele hanno bruciato per un'ora.
1	Il vetro si rompe. La frase è già corretta.
1	Ha verificato l'autenticità della firma. La frase è già corretta.
1	Riccardo lava la macchina.
1	Paola ha visto la partita con gli amici. La frase è già corretta.
1	Gabriele si è tagliato le basette.
1	Riccardo si è tagliato il mento con il rasoio.
1	Francesco si è calmato, irrigidito. La frase è già corretta.
1	Si è rotto il vetro.
0	Venite alla festa e mangiate e bevete.
1	Il dibattito è continuato. La frase è già corretta.
1	Il dibattito ha continuato. La frase è già corretta.
1	Riccardo ha cancellato la scritta. La frase è già corretta.
0	Leonardo suona il pianoforte.
1	Il livello si è alzato. La frase è già corretta.
1	Francesco ha bruciato la torta.
1	Edoardo è pentito. La frase è già corretta.
1	Il bosco si è bruciato per tre ore.
1	La biancheria si è asciugata per un'ora.
1	Il libro è sparito per tre giorni, poi è improvvisamente ricomparso sul mio tavolo.
1	Riccardo si è ingrassato.
1	Tommaso è ingrassato molto dall'ultima volta che l'ho vista. La frase è già corretta.
0	La televisione si è rotta in un'ora.
1	Alle 8 in punto la sala si è svuotata. La frase è già corretta.
1	Il treno si è un po' fermato. La frase è già corretta.
1	La camicia è sporca.
1	Ho notato un libro caduto. La frase è già corretta.
1	Alessandro conosce le strade.
0	Andrea approfitta di Maria. Nota: La frase è grammaticalmente accettabile, ma il contesto potrebbe suggerire una possibile ambiguità. In questo caso, la frase suona come se Andrea stesse sfruttando Maria. Se si vuole evitare questa interpretazione, sarebbe meglio usare un'altra espressione, come "Andrea si affida a Maria" o "Andrea si fida di Maria".
1	Chi Leonardo ama? La frase è già corretta.
1	Francesco è il capo.
1	Trenta chili sono pesati da Alessandro. La frase è già corretta.
1	Mio nonno ha venduto il suo podere. La frase è già corretta.
1	Due lingue sono parlate da tutti i miei studenti. La frase è già corretta.
0	Otto ore al giorno sono dedicate allo studio da parte di Tommaso.
1	Alessandro trivella questa cosa. La frase è già corretta.
1	Tommaso torna da Roma.
1	Francesco macina il caffè in un vecchio macinino. La frase è già corretta.
1	Tommaso rubò il portafoglio a Maria in un autobus. La frase è già corretta.
1	Dove Riccardo mise la cassa nel mobile? La frase è già corretta.
1	Lo scoglio affiora. La frase è già corretta.
1	Andrea si comporta.
1	Leonardo sottrae la penna.
1	Lorenzo toglie dalla cassaforte il giornale. La frase è già corretta.
1	Alessandro legge un libro a letto. La frase è già corretta.
1	Riccardo beve il tè in una tazzina di porcellana.
1	Dove Andrea ha preso una sigaretta? La frase è già corretta.
1	Tommaso estrasse la pistola nel bar. La frase è già corretta.
0	Riccardo mangia il riso.
0	Tommaso vi sostiene la lastra. In questa frase, la parola "vi" sembra essere inserita in modo errato. Una correzione potrebbe essere: "Tommaso sostiene la lastra."
1	Edoardo prese il libro di storia dalla libreria. La frase è già corretta.
1	Leonardo prende il libro dalla sala della biblioteca. La frase è già corretta.
1	Gabriele mette le casse sul ripiano del montacarichi. La frase è già corretta.
1	Dove hai messo le foto di Francesco? La frase è già corretta.
1	Tommaso toglie i soldi dal cassetto. La frase è già corretta.
1	La chiave sta nella toppa.
1	Dal giardino alla strada Lorenzo vi ha piantato i fiori.
1	Francesco ha lanciato il pallone dal balcone al giardino. La frase è già corretta.
1	Dal giardino Leonardo ha piantato fiori al garage.
1	Edoardo carica le casse sulla nave.
1	La scala poggia contro il muro.
1	I rivoltosi incarcerarono Gabriele nelle segrete della fortezza. La frase è già corretta.
1	Francesco chiuse Giulia nella stanza.
1	Gabriele chiuse il denaro. La frase è già corretta.
1	Gabriele dette appoggio al libro. La frase è già corretta.
1	Alessandro dette appoggio alla diffusione del libro. La frase è già corretta.
1	Lorenzo caricò il camion.
1	Questo latte deterge le impurità dal volto. La frase è già corretta.
1	Riccardo stipò l'armadio con i vestiti. La frase è già corretta.
1	La fotografia di Giulia e quella di Lorenzo stanno attaccate.
0	Riccardo allontanò Paola dalla finestra.
1	Francesco avvolge la statua in una tela di lino. La frase è già corretta.
1	Alessandro accompagna Sofia al cinema. La frase è già corretta.
1	Andrea accompagnò Paola a scuola.
1	I libri non stanno nell'armadio. La frase è già corretta.
1	Andrea attraversò la parte meno pericolosa del fiume.
0	Ho l'intenzione di vestirmi da sposa.
1	Francesco mangiava il pane con soddisfazione. La frase è già corretta.
1	Quella mattina pioveva a dirotto.
0	Alessandro beve il vino.
1	Francesco ha telefonato e Maria è venuta. La frase è già corretta.
1	Quel libro è stato dato a Paola da Gabriele.
1	Paola riceve quel libro da Riccardo.  La frase è già corretta.
1	Andrea mangia un polpo.
1	Tommaso mangia questo.
1	Sofia lo adora.
0	L'artrosi ha paralizzato le articolazioni.
0	Maria vuole mangiare.
1	Lorenzo ammira Alice.
1	Riccardo la ammira.
1	Edoardo mira alla presidenza.
1	È sul letto che Maria salta.
0	Edoardo vuole subito il caffè.
0	Tommaso tiene al successo.
1	È alla presidenza che mira Leonardo. La frase è già corretta.
1	Riccardo adora il cinema.
1	È il cinema che Francesco adora.
1	È il cinema e non la musica che Alessandro adora.
1	I denti di Emma battono dal freddo. La frase è già corretta.
0	Alessandro adora le donne con gambe lunghe.
0	Andrea adora le amiche di Emma.
1	Gabriele mangia un gelato.
0	Riccardo promette a se stesso che verrà.
0	Sofia divorerà il polpo.
0	La tolleranza non fa parte dei suoi doveri.
1	Riccardo ci viene da Roma. La frase è già corretta.
1	Andrea pensa a Paola.
1	Sofia accompagna Maria in Cina. La frase è già corretta.
1	Emma e il film si sono visti. La frase è già corretta.
1	Alessandro ammira la casa che è di Paola. La frase è già corretta.
0	Beatrice involontariamente assorbe la concentrazione di Francesco.
0	Lorenzo distribuisce mattoni.
0	È bello che Riccardo dipinga.
1	Sofia passeggia per Venezia.
1	Maria raccoglie sassolini. La frase è già corretta.
1	Giulia legge.
1	Beatrice schermisce con abilità.
1	Maria traveste Alice.
1	Emma umilia Edoardo. La frase è già corretta.
1	Il fulmine cadde sulla testa di Andrea. La frase è già corretta.
1	Fa neve.
1	Alessandro dormicchia nell'inazione più totale.
1	La maionese non ha preso bene.
1	Maria sorride a Giulia. La frase è già corretta.
1	Quel vestito non va ad Alice. La frase è già corretta.
1	Il capitale dell'azienda ammonta a molti miliardi. La frase è già corretta.
1	Una stella splende nel cielo.
1	Una stella brilla nel cielo.
1	Una stella scintilla nel cielo.
1	Il vestito di Maria scintilla di uno stupendo diamante. La frase è già corretta.
1	Beatrice arde dalla passione.
1	Paola luccicava dall'emozione.
1	Quell'idea si fa chiara nel suo animo. La frase è già corretta.
0	Gabriele ritorna.
1	Riccardo giunge in casa.
1	La scala scende in cantina.
1	Il sentiero ci arriva.
1	La Maggioranza patteggia con l'Opposizione. La frase è già corretta.
1	Emma lotta su questo punto.
1	Riccardo taglia il pane a fetta.
1	Riccardo gli vide il volto. La frase è già corretta.
1	Il sarto ha confezionato un vestito di lino.
1	Tommaso ha edificato una palazzina nel centro di Roma.
1	Andrea è brutale con Alice.
1	Il Giappone colonizzò la Manciuria.
1	Leonardo aveva ammassato pacchetti alla base della libreria.
0	Leonardo aveva ammassato qualcosa contro il muro.
1	Lorenzo ci aveva ammassato pacchetti. La frase è già corretta.
1	L'avaro accumula ricchezze.
1	Leonardo è importante per noi.
1	Il Sergente distribuisce i soldati. La frase è già corretta.
1	Sofia separò il lavoro in due parti distinte.
1	Paola gli carezzò il volto. La frase è già corretta.
1	Questa situazione gli complica la vita. La frase è già corretta.
1	Maria afferrò la mano di Lorenzo.
1	Questa medicina coagula il sangue.
1	Riccardo forgia l'acciaio.
1	Sofia cucina il pollo al limone.
1	Le donne partoriscono i bambini. La frase è già corretta.
1	Paola converte lo zucchero in caramelle.
1	Il governo converte gli oppositori in criminali.
0	Alice fece travestire Francesco.
1	Riccardo ne liberò il cane. La frase è già corretta.
1	Lo Stato accorda troppa fiducia all'amministrazione pubblica.
1	Tommaso attribuì la decisione di andare in Cina a Leonardo. La frase è già corretta.
1	Leonardo addebitava il suo insuccesso alla decisione del padre di andare in Francia.
1	Francesco abbandona la moglie sulla strada.
1	I ladri rubano le auto ai legittimi proprietari. La frase è già corretta.
1	Maria spalmò il pane con il coltello. La frase è già corretta.
0	Riccardo mise il tavolo sotto il cappello.
1	L'aviazione nemica bombardò napalm sulla città. La frase è già corretta.
1	Andrea imbeve il pane di vino.
1	Raso rosso foderava i cuscini. La frase è già corretta.
1	Lorenzo dissemina aneddoti divertenti nei suoi racconti. La frase è già corretta.
1	I turisti disseminano il prato di cartacce.
0	Gabriele nutrì nel figlio l'idea di essere il più bravo ed intelligente di tutti.
1	Riccardo liberò il cane dalle catene. La frase è già corretta.
1	Alessandro scarica Giulia dalle proprie responsabilità.
1	Tommaso ne ottiene la libertà. La frase è già corretta.
1	Gabriele difende Giulia contro i pericoli. La frase è già corretta.
0	L'alchimista fa derivare l'oro dal piombo.
1	Riccardo spostò il cappello dall'armadio al tavolo.
1	Leonardo pone il libro sulla scrivania. La frase è già corretta.
1	Alessandro prese il cappotto dall'armadio.
1	Gabriele spedì la ricevuta all'ufficio delle imposte.
1	Paola spinse le gambe di Francesco verso la parete. La frase è già corretta.
1	La foresteria ospita gli intervenuti alla manifestazione.
1	Il dottore spennella le tonsille di Gabriele di iodio. La frase è già corretta.
1	Leonardo archiviò la documentazione nell'archivio centrale.
1	I gomiti poggiano sul davanzale. La frase è già corretta.
1	Riccardo affoga i dispiaceri nel vino.
1	Un buon timoniere attracca rapidamente la sua nave al molo. La frase è già corretta.
1	Andrea spostò il bicchiere dal tavolo sul mobile.
1	Tommaso pompava l'acqua dal lago alla piscina. La frase è già corretta.
1	Alessandro e Leonardo negoziano la libertà di Maria.
1	Una donna aveva separato Andrea e Tommaso.
1	Alessandro ricava danaro dalle sue applicazioni. La frase è già corretta.
1	Riccardo allontana Maria dalla stanza. La frase è già corretta.
1	Leonardo conta su Francesco. La frase è già corretta.
1	Sofia confonde il piacere con la possibilità di essere corteggiata. La frase è già corretta.
1	Tommaso fondeva l'argento con l'oro.
1	Gabriele ci sostituisce il tubo catodico. La frase è già corretta.
1	Riccardo le sostituisce il tubo catodico. La frase è già corretta.
1	Tommaso alterna Beatrice con Paola. La frase è già corretta.
1	L'amore lega.
1	Gabriele dorme.
1	Maria desidera un libro.
1	Maria desidera il fatto che tu venga.
1	Leonardo tiene alla possibilità che lo promuovano. La frase è già corretta.
1	Giulia abbandona l'idea che vedrà Edoardo. La frase è già corretta.
1	Maria ha fatto l'affermazione che Francesco è bello. La frase è già corretta.
1	Maria bada che tutto funzioni alla perfezione. La frase è già corretta.
1	Edoardo approva che Maria parta.
0	Emma dubita che Alice parta.
0	Che a Lorenzo la prospettiva di viaggiare angoscia Tommaso.
0	Riccardo approva l'idea.
0	Edoardo approva il fatto che Maria canti.
0	Desideri che Sofia venga.
0	Riccardo va a fumare.
1	Alice brama di tornare.
0	Andrea incoraggia Maria a sposarsi.
1	Il fatto che Emma parli allieta suo padre. La frase è già corretta.
1	Andare al cinema infiamma Sofia.
0	La colpisce che Riccardo rida. Nota: La frase data è grammaticalmente corretta, ma la parola "colpisce" è utilizzata in modo insolito. Di solito, si usa "sorprende" o "stupisce" al posto di "colpisce" in questo contesto. Una frase corretta potrebbe essere: "Sorprende che Riccardo rida."
1	Mi meraviglia il fatto che Beatrice sia svestita.
0	Leonardo allieta Maria perché Maria ride.
1	La tristezza e la noia deprimono Gabriele. La frase è già corretta.
1	Mi acquieta che Giulia parli in questo modo. La frase è già corretta.
0	La sola presenza di Alice mi tranquillizza.
1	Parlare con le ballerine è divertente. La frase è già corretta.
1	Io vengo affascinato dal fatto che Edoardo parli di poesia.
0	A Paola accadde di vedere i marziani.
0	Splendeva nel suo sguardo aver vinto al lotto.
0	Splendeva nel suo sguardo di aver vinto al lotto.
0	Dobbiamo fuggire.
1	Si tratta di fuggire.
1	Il fatto che Emma sia uscita così presto denota che in questo momento non va d'accordo con te. La frase è già corretta.
1	Io condanno il fatto che Erode uccise i bambini
1	Gabriele adora carezzare Andrea La frase è già corretta.
1	Andrea intende sposare Alice
1	Riccardo evita di guardare la televisione. La frase è già corretta. Tuttavia, per enfatizzare l'azione di evitare, si può aggiungere la preposizione "di" tra "evita" e "guardare", rendendo la frase: "Riccardo evita di guardare la televisione."
0	Paola ritiene che sia carino.
1	Lorenzo riteneva Alice fosse Paola
0	Beatrice lo giudica perché Maria ha troppi amanti.
0	Sofia lo giudica perché Maria ha troppi amanti.
0	Giulia lo giudica evidente che Maria sia bella. La frase corretta: Giulia ritiene evidente che Maria sia bella.
0	Leonardo suppone che il padre beva troppo.
0	Penso qualcosa su di te.
0	Io penso che tu ami il tartufo.
1	Emma ottiene qualcosa da te. La frase è già corretta.
0	Alice cerca di aiutare Maria.
1	Riccardo plaude al fatto che Tommaso ha vinto. La frase è già corretta.
0	Maria ci aspetta.
1	Maria ci si aggrappa. La frase è già corretta.
0	Paola mira a che il futuro sia felice. Nota: La frase è grammaticalmente corretta ma non è idiomatica in italiano. La forma più comune sarebbe: "Paola si augura che il futuro sia felice."
1	Giulia guardava il muro.
0	Riccardo pensa questo di Tommaso.
0	Paola acconsente a essere legata.
1	Alice sorride del fatto di aver pianto. La frase è già corretta.
1	La condizione di disagio nasce dalla mancanza d'acqua. La frase è già corretta.
0	Da questa analisi risulta il nostro partire.
1	La tosse dipende dal fatto di aver fumato troppo.
1	Leonardo chiarisce che non è colpa sua a Paola. La frase è già corretta.
1	Andrea fischia a Maria che ha fame. La frase è già corretta.
1	Andrea accennerà ad Edoardo se partirà o no.
1	Paola addebita a Leonardo il fatto che ora ha fame. La frase è già corretta.
1	Riccardo lo aggiunge nel suo discorso. La frase è già corretta.
1	Maria ce lo ha scommesso. La frase è già corretta.
1	Il giornalisti attaccano sui quotidiani il fatto che molti politici siano corrotti.
1	Paola incoraggia il fatto che i ragazzi vadano al mare.
1	Emma ne avvisa Alessandro. La frase è già corretta.
1	Gabriele lo convince che lo sciopero è giusto.
0	Riccardo esonera Riccardo dal viaggio.
1	Il sindaco esenta i poveri dal pagare il bus.
1	Maria si accorda con Leonardo affinché il programma sia realizzato.
0	Alice parla di partire con Giulia.
1	Maria si accorge di essere innamorata dal fatto di arrossire. La frase è già corretta.
1	Edoardo continua a mangiarlo.
0	Leonardo lo induce a mangiare.
1	Edoardo osa mangiare.
1	Paola è capace di cavalcare.
1	Maria ha l'intenzione di cavalcare.
1	Tommaso suole il pasto.
1	Riccardo deve mangiarlo. La frase è già corretta.
0	Gabriele usa mangiarlo. La frase corretta dovrebbe essere: "Gabriele usa mangiarlo." Se si vuole mantenere l'uso dell'infinito, sarebbe meglio dire "Gabriele usa mangiare." Oppure, se si vuole mantenere il verbo al gerundio, potrebbe essere "Gabriele sta mangiando."
1	Riccardo va in camera.
1	Andrea sale in camera.
1	Riccardo sparisce da Parigi.
1	Edoardo parte a Parigi. La frase è già corretta.
1	Paola sgambetta verso il ponte.
0	La folla lo corre a salutare. La frase corretta dovrebbe essere: La folla corre a salutarlo.
0	Tommaso manda Emma in piazza.
1	Beatrice assembla un computer.
1	Il film è di Scorsese. La frase è già corretta.
1	Paola lavora.
1	È l'amica che di Emma angoscia quel quadro di Picasso.
0	Molti di loro leggono il giornale.
0	Alcuni musei sono stati progettati da un architetto.
1	Paola mangia la pizza.
0	Quell'architetto ha progettato alcuni musei.
1	Hanno letto, molte ragazze, il giornale l'anno scorso. La frase è già corretta.
1	Le spalle di Riccardo toccano la parete.
1	Maria sarà toccata da quel film.
0	Sia che tu sia partita, rallegra Beatrice.
1	Gabriele è il marito di Paola.
1	Beatrice è con Lorenzo.
1	Paola ha messo la macchina che è del fratello nel garage. La frase è già corretta.
0	Tommaso obbedisce a Maria.
0	Andrea confronta Leonardo con sé stesso.
1	Maria fotografa Paola. La frase è già corretta.
1	Lorenzo è stato smanioso. La frase è già corretta.
1	Tua sorella guarda il gelato.
1	Tua sorella guarda il CD. La frase è già corretta.
1	Sofia ha tagliato la testa al bisonte.
1	Sofia ha tagliato le teste ai tori. La frase è già corretta.
1	I ragazzi taglierebbero la corda. La frase è già corretta.
1	È il toro che Maria ha preso per le corna e non il bufalo. La frase è già corretta.
1	Maria stende il bucato.
0	Il mio amico abbaia. Nota: La frase è già corretta, ma per seguire il formato richiesto, ho aggiunto la frase "La frase è già corretta" come suggerimento. Tuttavia, questo non è necessario se la frase è già corretta.
1	Riccardo ulula.
1	Gabriele dormì. La frase è già corretta.
1	Il cane si è fermato in un batter d'occhio. La frase è già corretta.
1	Edoardo ci ha messo due ore per tagliare il filo elettrico.
1	Leonardo ha sezionato il vecchio tiglio.
1	Le sei bombe sono esplose il 6 maggio 1999.
1	Lorenzo non ha più l'abitudine di fumare. La frase è già corretta.
1	Andrea è diventato in gamba.
1	Tommaso ha fatto gli auguri a Giulia. La frase è già corretta.
1	Sofia chiede che tu torni immediatamente. La frase è già corretta.
1	Che tu vada via dispiace a Beatrice. La frase è già corretta.
