label	category	correction
0	Syntax	Riccardo ha domandato a chi non era stato visto da Leonardo. In questa frase, la preposizione "da" è stata utilizzata in modo scorretto. La frase dovrebbe essere strutturata in modo che chi ha fatto la domanda sia Riccardo e chi ha visto o non ha visto sia Leonardo. Quindi, la corretta struttura è "Riccardo ha domandato a chi non era stato visto da Leonardo".
1	Correct	Leonardo, mi hanno detto che parlerà domani.
1	Correct	Gabriele, quando l'hai visto? La frase è già corretta.
1	Correct	In quale cassetto Leonardo ha messo i fogli? La frase è già corretta.
0	Syntax	Di quale politico hanno parlato?
0	Semantics	Quale politico ha detto alla radio che il giudice ha dichiarato che ha parlato? La frase originale presenta una certa ambiguità nella struttura e nel significato. Aggiungendo "alla" dopo "dice" chiarisce il riferimento alla radio come destinazione del messaggio del politico.
1	Correct	Lorenzo ha detto che partirà domani.
1	Correct	Quando è arrivato Francesco, abbiamo potuto cenare.
1	Correct	La tempesta ha abbattuto la quercia sotto cui il figliol prodigo pascolava i porci.
1	Correct	Chi tocca i fili muore.
1	Correct	Alessandro, che è venuto a trovarmi ieri, mi ha detto di salutarti.
1	Correct	La commissione ritiene dunque il candidato aver fornito sufficienti prove della sua maturità scientifica.
1	Correct	Il timore della guerra è ingiustificato.
1	Correct	Riccardo ha perso le chiavi.
1	Correct	Alessandro è bramoso di potere.
1	Correct	Penso che Francesco domandi l'ora a Lorenzo. Nota: La forma verbale "domandi" è in accordo con il soggetto "Francesco" e si tratta di una forma del verbo "domandare" al congiuntivo presente indicativo, terza persona singolare. La frase è grammaticalmente corretta.
1	Correct	Tommaso ha affermato che Edoardo parla.
1	Correct	Avendo io sempre sostenuto una posizione diversa, dovrò votare contro questa proposta.
1	Correct	Tommaso ha ordinato ad Andrea di difenderlo. La frase è già corretta.
0	Syntax	Il fatto che sia stato scoperto un delitto ci ha sconvolti.
1	Correct	Chi pensi che Alessandro incontrerà? La frase è già corretta.
1	Correct	La sedia su cui ti sei seduto è rotta.
1	Correct	Questa è la persona con cui Edoardo ha fatto l'affermazione che Tommaso ha parlato.
0	Syntax	Edoardo crede che Sofia abbia baciato.
1	Correct	Che problema non sai come potremo risolvere? La frase è già corretta.
0	Syntax	Lui ha visto.
0	Syntax	Abbiamo visto lo spettacolo.
1	Correct	Sofia dice che Alessandro parlerà domani.
0	Syntax	Beatrice ha dichiarato che non ha avuto niente a che fare con Gabriele.
1	Correct	Riccardo ha detto che Andrea si è guardato.
1	Correct	Il padre di Andrea mi è sembrato molto contento quando gli ho parlato.
1	Correct	Penso che Edoardo creda che Maria voglia che Gabriele veda Riccardo.
1	Correct	Edoardo crede che Emma voglia che Tommaso veda Gabriele.
1	Correct	Il coniglio mangia.
1	Correct	La frase è già corretta.
1	Correct	Per primo sono arrivato me, non tu.
1	Correct	Arriva un uomo.
1	Correct	Leonardo uccise Andrea.
0	Syntax	Andrea ha detto che Tommaso lo guarda.
1	Correct	Gabriele ha voglia di andare al mare.
1	Correct	È questo libro che non avevo mai letto.
0	Syntax	Da quel professore, Tommaso non è stato ancora interrogato? La frase è corretta, ma potrebbe essere espressa in modo più chiaro e semplice: "Il professore non ha ancora interrogato Tommaso?"
1	Correct	Alessandro crede che invaderemo quel paese.
1	Correct	A proposito di questi paesi, quale crede Andrea che invaderanno? La frase è già corretta.
1	Correct	L'anno scorso Alessandro scriveva un libro, ma tutt'oggi non l'ha ancora finito.
1	Correct	L'anno scorso, Edoardo scrisse un libro, ma a tutt'oggi non l'ha ancora finito.
0	Semantics	Gabriele è scapolo o è sposato.
1	Correct	L'attuale re di Francia è calvo.
1	Correct	Qualche studente ha superato l'esame.
0	Semantics	Se qualche studente non ha superato l'esame, non tutti gli studenti hanno superato l'esame.
0	Semantics	Ieri ho promesso a Lorenzo di partire con lui.
1	Correct	Nel processo di primo grado, la corte dichiarò l'imputato innocente.
1	Correct	Continua così e combinerai guai.
1	Correct	Ho preso le chiavi.
0	Syntax	Andrea, trasmettendoci le commissioni della marchesa, ha detto: "Darete loro il buongiorno".
1	Correct	Una bella casa fa comodo.
0	Syntax	Prendiamo questa. In questo caso, la frase originale presenta un errore di genere. La parola "questo" è utilizzata per riferirsi a oggetti maschili, mentre "questa" è la forma corretta per gli oggetti femminili. Pertanto, la frase corretta è "Prendiamo questa."
1	Correct	Uso il gladio.
1	Correct	Il calcolatore funziona bene.
0	Syntax	Scusa! La frase "Scusa!" è grammaticalmente corretta, ma può essere migliorata aggiungendo un punto esclamativo o un punto interrogativo per indicare il tono della comunicazione. Ad esempio, "Scusa!" o "Scusa?".
1	Correct	Le ragazze sono arrivate.
1	Correct	Il libro che mi ha prestato Lorenzo non mi piace.
0	Syntax	Dicono che hai raccontato che non ci vediamo mai. La frase presenta una struttura sintattica corretta, ma potrebbe essere resa più chiara e naturale con alcune modifiche. Ad esempio: "Dicono che hai detto che non ci vediamo quasi mai."
1	Correct	La frase è già corretta.
1	Correct	Andando a casa, ho incontrato tuo fratello.
1	Correct	Sto andando a prendere la macchina.
1	Correct	La frase è già corretta.
1	Correct	Va' a casa! Nota: l'apostrofo in 'Va' a casa!' è considerato grammaticalmente accettabile in molte varietà di italiano, sebbene l'uso dell'apostrofo non sia sempre necessario.
1	Correct	Io sono affamato.
1	Correct	Bravo, questo ragazzo.
1	Correct	Paola è una donna che apprezziamo molto.
1	Correct	Cosa fai domani?
1	Correct	Ho visto il libro che mi hai regalato.
0	Syntax	Gli amici di Andrea.
1	Correct	Credo che tu abbia ragione. La frase è già corretta.
1	Correct	Siccome è caduto, si è fatto male.
1	Correct	Volevano distruggerla e l'hanno distrutta.
1	Correct	Ognuno prenda il suo cappotto.
1	Correct	Prendimi quell'aggeggio.
1	Correct	Ho dato al bambino il latte, ma lui non l'ha bevuto.
1	Correct	Maria usa il computer, io non lo so fare.
1	Correct	Ho visto una casa.
1	Correct	Ho visto tua madre.
1	Correct	La persona che mi ha parlato. In questo caso, la frase è grammaticalmente corretta e non presenta errori di morfologia, sintassi o semantica. Pertanto, l'etichetta è 1 e la categoria è "Correct". La frase è già corretta.
1	Correct	Se uno va in treno, vuole stare comodo.
1	Correct	Fa male la mia testa.
1	Correct	Ho due case.
1	Correct	Ho delle case.
1	Correct	Il cavallo è arrivato primo.
1	Correct	I cavalli sono animali resistenti.
1	Correct	È venuto qualcuno.
1	Correct	È arrivato.
1	Correct	Posso venire.
1	Correct	Magari domani piove.
1	Correct	Lui è stato colto dalla pioggia.
0	Syntax	Scritta una lettera a sua zia. In the original sentence, "scrive" should be in the past participle form, "scritta," to agree with the auxiliary verb "ha" that is not present but is implied by the use of the present perfect tense. The corrected sentence is "Scritta una lettera a sua zia."
1	Correct	Egli lo vide.
1	Correct	Alessandro promette ad Edoardo di restare a casa.
1	Correct	Riccardo non ha tempo.
1	Correct	Ho riparato il tavolo.
1	Correct	Hanno aperto il libro.
0	Syntax	Gli è stato dato il cappello da me. Etichetta: 0 Categoria: Morfologia Frase corretta: La frase è già corretta.
1	Correct	Quel ragazzo apre la porta.
1	Correct	Ho sentito cantare i ragazzi.
0	Syntax	Lui vuole lavare la macchina.
1	Correct	È il meccanico che è venuto.
0	Syntax	Non voglio venire fino a Napoli.
1	Correct	Quanto al bagno, mi fa piacere.
1	Correct	Hai presente Lorenzo? La frase è già corretta.
1	Correct	E da quando vive in America? La frase è già corretta.
1	Correct	Credi che sia possibile una cosa del genere? La frase è già corretta.
0	Syntax	Appena l'ho detto, mi lasciò e volevo dire molte cose.
1	Correct	Sei sempre lo stesso: un amico fidato, paziente e onesto.
1	Correct	Il vento forte sul mare può provocare mareggiate.
0	Syntax	Piangere forte è sbagliato.
1	Correct	Ho preso in casa una specie di gatto.
1	Correct	Ho preso dello zucchero.
1	Correct	Non mi piace il vino.
1	Correct	Quel che vendo è merce cinese.
0	Morphology	Mettere fretta a qualcuno. La frase originale non è corretta perché manca un oggetto diretto. Aggiungendo "a qualcuno" come oggetto diretto, la frase diventa corretta.
1	Correct	È stato bandito un concorso.
1	Correct	Tutte le balene devono essere protette.
0	Syntax	Metti bene in capo. La frase originale "Mettitelo bene in capo" presenta un errore di accordo tra il pronome "lo" e il verbo "mettere". La forma corretta è "metti" quando si riferisce a una persona singolare. Inoltre, è più naturale e corretto scrivere "metti bene in capo" per rendere l'espressione completa e corretta dal punto di vista sintattico.
0	Semantics	Questa macchina è vecchia, ma è nuova. Risposta: 0 Categoria: Semantics Frase corretta: Questa macchina è vecchia, ma è nuova.
1	Correct	Leonardo non conosce Maria.
1	Correct	Il governo ha abolito la legge.
1	Correct	Ho spazzolato le scarpe.
1	Correct	Tommaso abita da dieci anni.
1	Correct	Riccardo ha dato un libro a Sofia.
1	Correct	Maria ha corso per ore.
1	Correct	Francesco ha bevuto un caffè.
1	Correct	Andrea ha trovato un biglietto per l'opera.
1	Correct	Edoardo sta compilando.
1	Correct	Emanare profumo. La frase è già corretta.
1	Correct	Aprire un nuovo negozio. Nota: sebbene non sia stata fornita una risposta corretta, la frase in ingresso è corretta. "Aprire un nuovo negozio" è una frase incompleta, ma non contiene errori grammaticali o sintattici. Pertanto, la risposta è "1" perché è grammaticalmente corretta e "Correct Sentence: Aprire un nuovo negozio" perché la frase in ingresso è già corretta.
1	Correct	Iniziare un'attività.
1	Correct	La porta si è chiusa.
1	Correct	Gabriele non ammette di essere preso in giro.
1	Correct	Paola ha restituito il libro.
1	Correct	Che cosa ha preso? La frase è già corretta.
1	Correct	Le scarpe si sono macchiate.
1	Correct	Le giornate si sono accorciate.
1	Correct	Qualcosa ha accorciato le giornate.
1	Correct	Qualcuno ha accorciato le giornate.
1	Correct	Aggrapparsi a un ramo.
1	Correct	Arenatesi le navi, gli equipaggi sono scesi a terra.
1	Correct	La nebbia è svanita.
0	Syntax	Alessandro si piange sempre. (La frase è corretta, ma non è il significato inteso.) Correct Sentence: Alessandro piange sempre.
1	Correct	Riccardo si lagna sempre.
1	Correct	Alle sue parole, Maria ha annuito.
1	Correct	L'acqua è sgorgata all'improvviso.
1	Correct	Andrea ha sbadigliato? La frase è già corretta.
1	Correct	Riccardo pedala.
0	Syntax	Ha approfittato dell'esperienza.
1	Correct	Il figlio di Francesco si siede in prima fila alle 8 in punto.
1	Correct	Quando iniziò il concerto, il figlio di Leonardo sedeva in prima fila.
0	Semantics	Il muro si ammuffisce in una giornata.
1	Correct	Paola sta suonando un pezzo di Bach.
1	Correct	Il coro canta molto bene.
1	Correct	Riccardo aspirava sempre il fumo del sigaro.
1	Correct	Andrea aspira a diventare medico.
1	Correct	Lorenzo non ha cucinato.
0	Syntax	La lettera è scritta.
0	Syntax	Hai un disturbo?
1	Correct	Leonardo sta compilando.
1	Correct	Riccardo non scrive più da un pezzo.
1	Correct	Il macchinista si è fermato.
0	Syntax	I negozianti hanno aumentato i prezzi.
1	Correct	I bicchieri si sono rotti.
1	Correct	Paola ha acceso il fuoco.
1	Correct	Il soggiorno in Canada ha migliorato il suo inglese.
1	Correct	La lezione ha continuato.
1	Correct	Saltare un ostacolo.
1	Correct	Tutti si sono commossi.
1	Correct	La frase è già corretta.
1	Correct	Macchia il vino.
0	Syntax	L'acqua è gelata in due ore. La frase non è sintatticamente corretta perché manca il verbo principale. Una versione corretta potrebbe essere: "L'acqua si è ghiacciata in due ore."
0	Semantics	Le tappe sono bruciate per un'ora. La frase originale "Le tappe hanno bruciato per un'ora" è semanticamente scorretta perché il verbo "bruciare" non può essere usato in questo contesto con il significato di "essere bruciate". Una tappa non può bruciare in senso figurato. La frase corretta sarebbe "Le tappe sono bruciate per un'ora", dove "bruciate" indica che le tappe sono state danneggiate dal fuoco.
1	Correct	Il vetro si rompe.
1	Correct	Ha verificato l'autenticità della firma.
1	Correct	Riccardo lava la macchina.
1	Correct	Paola ha visto la partita con gli amici.
1	Correct	Gabriele si è tagliato le basette.
1	Correct	Riccardo si è tagliato il mento con il rasoio.
1	Correct	Francesco si è calmato, irrigidito.
1	Correct	Si è rotto il vetro.
0	Syntax	Venite alla festa e mangiate e bevete.
1	Correct	Il dibattito è continuato.
1	Correct	Il dibattito ha continuato.
1	Correct	Riccardo ha cancellato la scritta.
0	Semantics	Leonardo suona il pianoforte.
1	Correct	Il livello si è alzato.
1	Correct	Francesco ha bruciato la torta.
1	Correct	Edoardo è pentito.
0	Semantics	Il bosco è bruciato per tre ore.
1	Correct	La biancheria si è asciugata per un'ora.
1	Correct	Il libro è sparito per tre giorni, poi è improvvisamente ricomparso sul mio tavolo.
1	Correct	Riccardo si è ingrassato.
1	Correct	Tommaso è ingrassato molto dall'ultima volta che l'ho vista.
0	Syntax	La televisione si è rotta in un'ora.
1	Correct	Alle 8 in punto la sala si è svuotata.
1	Correct	Il treno si è un po' fermato.
1	Correct	La camicia è sporca.
1	Correct	Ho notato un libro caduto.
1	Correct	Alessandro conosce le strade.
0	Syntax	Andrea approfitta di Maria. Risposta: 0 Category: Syntax Correct Sentence: Andrea approfitta di Maria. Nota: La frase è grammaticalmente corretta, ma potrebbe avere una connotazione negativa a causa del verbo "approfittare". Se vuoi evitare questa connotazione, puoi usare una frase alternativa come "Andrea sfrutta l'opportunità offerta da Maria" o "Andrea usa l'aiuto di Maria". In questo caso, la risposta di classificazione non riguarda la connotazione, ma solo la grammatica.
0	Syntax	Leonardo chi ama? La frase originale presenta un errore di sintassi, poiché la forma corretta per porre una domanda su un oggetto diretto in italiano è quella di porre l'oggetto diretto prima del verbo. Pertanto, la frase corretta sarebbe "Leonardo chi ama?".
1	Correct	Francesco è il capo.
0	Syntax	Alessandro ha pesato trenta chili.
1	Correct	Mio nonno ha venduto il suo podere.
1	Correct	Due lingue sono parlate da tutti i miei studenti.
0	Syntax	Tommaso studia otto ore al giorno.
1	Correct	Alessandro trivella questa cosa.
1	Correct	Tommaso torna da Roma.
1	Correct	Francesco macina il caffè in un vecchio macinino.
1	Correct	Tommaso rubò il portafoglio a Maria in un autobus.
1	Correct	La frase è già corretta.
1	Correct	Lo scoglio affiora.
1	Correct	Andrea si comporta.
1	Correct	Leonardo sottrae la penna.
1	Correct	Lorenzo toglie dalla cassaforte il giornale.
1	Correct	Alessandro legge un libro a letto.
0	Morphology	Riccardo beve il tè in una tazza di porcellana.
1	Correct	Dove Andrea ha preso una sigaretta? La frase è già corretta.
1	Correct	Tommaso estrasse la pistola nel bar.
1	Correct	Riccardo ci mangia il riso.
0	Syntax	Tommaso sostiene la lastra per te.
1	Correct	Edoardo prese il libro di storia dalla libreria.
1	Correct	Leonardo prende il libro dalla sala della biblioteca.
1	Correct	Gabriele mette le casse sul ripiano del montacarichi.
1	Correct	Dove hai messo le foto di Francesco? La frase è già corretta.
1	Correct	Tommaso toglie i soldi dal cassetto.
1	Correct	La chiave sta nella toppa.
1	Correct	Dal giardino alla strada Lorenzo vi ha piantato i fiori.
1	Correct	Francesco ha lanciato il pallone dal balcone al giardino.
1	Correct	Dal giardino Leonardo ha piantato fiori al garage.
1	Correct	Edoardo carica le casse sulla nave.
1	Correct	La scala poggia contro il muro.
1	Correct	I rivoltosi incarcerarono Gabriele nelle segrete della fortezza.
1	Correct	Francesco chiuse Giulia nella stanza.
0	Syntax	Gabriele mise il denaro al sicuro.
1	Correct	Gabriele dette appoggio al libro.
1	Correct	Alessandro dette appoggio alla diffusione del libro.
1	Correct	Lorenzo caricò il camion.
1	Correct	Questo latte deterge le impurità dal volto.
1	Correct	Riccardo stipò l'armadio con i vestiti.
1	Correct	La fotografia di Giulia e quella di Lorenzo stanno attaccate.
0	Syntax	Riccardo allontanò Paola dalla finestra.
1	Correct	Francesco avvolge la statua in una tela di lino.
1	Correct	Alessandro accompagna Sofia al cinema.
1	Correct	Andrea accompagnò Paola a scuola.
1	Correct	I libri non stanno nell'armadio.
1	Correct	Andrea attraversò la parte meno pericolosa del fiume.
0	Syntax	Ho l'intenzione di vestirmi da sposa.
1	Correct	Francesco mangiava il pane con soddisfazione.
1	Correct	Quella mattina pioveva a dirotto.
0	Syntax	Alessandro beve il vino.
1	Correct	Francesco ha telefonato e Maria è venuta.
1	Correct	Quel libro è stato dato a Paola da Gabriele.
1	Correct	Paola riceve quel libro da Riccardo.
1	Correct	Andrea mangia un polpo.
1	Correct	Tommaso mangia questo.
1	Correct	Sofia lo adora.
0	Semantics	L'artrosi ha causato dolore alle ossa.
0	Syntax	Maria vuole mangiarlo.
1	Correct	Lorenzo ammira Alice.
1	Correct	Riccardo la ammira.
1	Correct	Edoardo mira alla presidenza.
1	Correct	È sul letto che Maria salta.
0	Syntax	Edoardo vuole subito il caffè.
0	Syntax	Tommaso tiene al successo.
1	Correct	È alla presidenza che mira Leonardo.
1	Correct	Riccardo adora il cinema.
1	Correct	È il cinema che Francesco adora.
1	Correct	È il cinema e non la musica che Alessandro adora.
1	Correct	I denti di Emma battono dal freddo.
0	Syntax	Alessandro le adora, le donne con le gambe lunghe.
0	Syntax	Andrea adora le amiche di Emma. In questa frase, la parola "ne" è inserita in modo errato. La frase corretta è "Andrea adora le amiche di Emma".
1	Correct	Gabriele mangia un gelato.
0	Semantics	Riccardo promette a qualcuno che verrà.
0	Syntax	Sofia divorata il polpo. La frase originale non è corretta grammaticalmente, poiché l'agente (Sofia) dovrebbe essere il soggetto della frase e il paziente (il polpo) dovrebbe essere l'oggetto diretto. La frase corretta dovrebbe essere: "Sofia divorata il polpo". Tuttavia, questa frase è ancora sbagliata, poiché il verbo "divorare" non può essere usato in modo passivo. La frase corretta dovrebbe essere: "Sofia mangia il polpo."
0	Semantics	La tolleranza non rientra nei suoi doveri.
1	Correct	Riccardo ci viene da Roma.
1	Correct	Andrea pensa a Paola.
1	Correct	Sofia accompagna Maria in Cina.
1	Correct	Emma e il film si sono visti.
1	Correct	Alessandro ammira la casa che è di Paola.
0	Syntax	Beatrice involontariamente assorbe Francesco. La frase è corretta, ma potrebbe essere stata scritta in modo più chiaro e naturale. Ad esempio: "Beatrice involontariamente assorbe l'energia di Francesco." O "Beatrice involontariamente assorbe l'attenzione di Francesco." La frase originale può sembrare ambigua, poiché non è chiaro cosa stia "assorbendo" Beatrice. Un'altra opzione potrebbe essere: "Beatrice involontariamente assorbe i sentimenti di Francesco." Questo dipende dal contesto e dall'intenzione dell'autore.
0	Morphology	Lorenzo distribuisce mattoni.
0	Syntax	Riccardo dipinge è bello. In questa frase, "Che Riccardo dipinga è bello" non è grammaticalmente corretta. Il soggetto e il verbo non sono concordati correttamente. La frase corretta dovrebbe essere "Riccardo dipinge è bello", dove "Riccardo" è il soggetto e "dipinge" è il verbo. "È bello" è l'attributo associato a Riccardo.
1	Correct	Sofia passeggia per Venezia.
1	Correct	Maria raccoglie sassolini.
1	Correct	Giulia legge.
1	Correct	Beatrice schermisce con abilità.
0	Semantics	Maria traveste Alice. In questo caso, la frase è già corretta grammaticalmente, ma il significato semantico è discutibile, poiché potrebbe non essere comune travestirsi una persona con un'altra. Tuttavia, non si può dire che la frase sia completamente sbagliata. Per questo motivo, ho mantenuto la frase originale come Correct Sentence.
1	Correct	Emma umilia Edoardo.
1	Correct	Il fulmine cadde sulla testa di Andrea.
0	Morphology	Fa nevicare. La frase originale "Fa neve" non è grammaticalmente corretta perché "fare" richiede l'uso del gerundio ("nevicare") come complemento, e "neve" è il sostantivo. La versione corretta sarebbe "fa nevicare".
1	Correct	Alessandro dormicchia nell'inazione più totale.
1	Correct	La maionese non ha preso bene.
1	Correct	Maria sorride a Giulia.
1	Correct	Quel vestito non va ad Alice.
1	Correct	Il capitale dell'azienda ammonta a molti miliardi.
1	Correct	Una stella splende nel cielo.
1	Correct	Una stella brilla nel cielo.
1	Correct	Una stella scintilla nel cielo.
1	Correct	Il vestito di Maria scintilla di uno stupendo diamante.
1	Correct	Beatrice arde dalla passione.
1	Correct	Paola luccicava dall'emozione.
1	Correct	Quell'idea si fa chiara nel suo animo.
0	Syntax	Gabriele ritorna. Risposta: La frase non è corretta a causa di un errore di sintassi. La frase corretta è "Gabriele ritorna".
1	Correct	Riccardo giunge in casa.
0	Semantics	La scala scende verso la cantina.
1	Correct	Il sentiero ci arriva.
0	Syntax	La maggioranza patteggia con l'opposizione. Nota: 'Maggioranza' è un sostantivo e, come tale, deve iniziare con una lettera minuscola, tranne quando si trova all'inizio di una frase. Inoltre, 'Opposizione' deve iniziare con una lettera minuscola perché è un sostantivo comune.
1	Correct	Emma lotta su questo punto.
1	Correct	Riccardo taglia il pane a fetta.
0	Syntax	Riccardo vide il volto di lui.
1	Correct	Il sarto ha confezionato un vestito di lino.
1	Correct	Tommaso ha edificato una palazzina nel centro di Roma.
1	Correct	Andrea è brutale con Alice.
0	Syntax	Il Giappone colonizzò la Manciuria. La frase è corretta, ma il termine "colonizzò" potrebbe essere percepito come offensivo o politicamente scorretto. Una versione alternativa e più neutrale potrebbe essere: "Il Giappone occupò la Manciuria."
1	Correct	Leonardo aveva ammassato pacchetti alla base della libreria.
0	Syntax	Leonardo aveva ammassato qualcosa contro il muro.
1	Correct	Lorenzo ci aveva ammassato pacchetti.
1	Correct	L'avaro accumula ricchezze.
1	Correct	Leonardo è importante per noi.
1	Correct	Il Sergente distribuisce i soldati.
1	Correct	Sofia separò il lavoro in due parti distinte.
1	Correct	Paola gli carezzò il volto.
1	Correct	Questa situazione gli complica la vita.
1	Correct	Maria afferrò la mano di Lorenzo.
1	Correct	Questa medicina coagula il sangue.
1	Correct	Riccardo forgia l'acciaio.
1	Correct	Sofia cucina il pollo al limone.
1	Correct	Le donne partoriscono i bambini.
1	Correct	Paola converte lo zucchero in caramelle.
1	Correct	Il governo converte gli oppositori in criminali.
0	Syntax	Alice ne travestì Francesco. La frase non è grammaticalmente corretta perché manca un verbo principale. "Alice ne travestì Francesco" sembra una frase frammentaria. Un'opzione corretta potrebbe essere: "Alice lo travestì da Francesco."
1	Correct	Riccardo ne liberò il cane.
1	Correct	Lo Stato accorda troppa fiducia all'amministrazione pubblica.
1	Correct	Tommaso attribuì la decisione di andare in Cina a Leonardo.
1	Correct	Leonardo addebitava il suo insuccesso alla decisione del padre di andare in Francia.
1	Correct	Francesco abbandona la moglie sulla strada.
1	Correct	La frase è già corretta.
1	Correct	Maria spalmò il pane con il coltello.
0	Semantics	Riccardo mise il tavolo sotto il cappello.
1	Correct	L'aviazione nemica bombardò napalm sulla città.
1	Correct	Andrea imbeve il pane di vino.
1	Correct	La frase è già corretta.
1	Correct	Lorenzo dissemina aneddoti divertenti nei suoi racconti.
0	Syntax	I turisti disseminano il prato di cartacce. La frase presenta una struttura corretta, ma il verbo "disseminano" richiede un complemento oggetto. Una versione corretta della frase potrebbe essere: "I turisti disseminano il prato di cartacce."
1	Correct	Gabriele nutrì il figlio dell'idea di essere il più bravo ed intelligente di tutti.
1	Correct	Riccardo liberò il cane dalle catene.
1	Correct	Alessandro scarica Giulia dalle proprie responsabilità.
1	Correct	Tommaso ne ottiene la libertà.
1	Correct	Gabriele difende Giulia contro i pericoli.
0	Syntax	L'alchimista fa derivare l'oro dal piombo.
1	Correct	Riccardo spostò il cappello dall'armadio al tavolo.
1	Correct	Leonardo pone il libro sulla scrivania.
1	Correct	Alessandro prese il cappotto dall'armadio.
1	Correct	Gabriele spedì la ricevuta all'ufficio delle imposte.
1	Correct	Paola spinse le gambe di Francesco verso la parete.
1	Correct	La frase è già corretta.
1	Correct	Il dottore spennella le tonsille di Gabriele di iodio.
1	Correct	Leonardo archiviò la documentazione nell'archivio centrale.
1	Correct	I gomiti poggiano sul davanzale.
1	Correct	Riccardo affoga i dispiaceri nel vino.
1	Correct	Un buon timoniere attracca rapidamente la sua nave al molo.
1	Correct	Andrea spostò il bicchiere dal tavolo sul mobile.
1	Correct	Tommaso pompava l'acqua dal lago alla piscina.
1	Correct	Alessandro e Leonardo negoziano la libertà di Maria.
1	Correct	Una donna aveva separato Andrea e Tommaso.
1	Correct	Alessandro ricava danaro dalle sue applicazioni.
1	Correct	Riccardo allontana Maria dalla stanza.
1	Correct	Leonardo conta su Francesco.
1	Correct	Sofia confonde il piacere con la possibilità di essere corteggiata.
1	Correct	Tommaso fondeva l'argento con l'oro.
1	Correct	Gabriele ci sostituisce il tubo catodico.
1	Correct	Riccardo le sostituisce il tubo catodico.
1	Correct	Tommaso alterna Beatrice con Paola.
1	Correct	L'amore lega.
1	Correct	Gabriele dorme.
1	Correct	Maria desidera un libro.
1	Correct	Maria desidera il fatto che tu venga.
1	Correct	Leonardo tiene alla possibilità che lo promuovano.
1	Correct	Giulia abbandona l'idea che vedrà Edoardo.
1	Correct	Maria ha fatto l'affermazione che Francesco è bello.
1	Correct	Maria bada che tutto funzioni alla perfezione.
1	Correct	Edoardo approva che Maria parta.
0	Syntax	Emma dubita che Alice parta.
0	Syntax	Tommaso è angosciato dal fatto che Lorenzo viaggi. La frase originale presenta problemi di sintassi. In italiano, l'oggetto della frase dovrebbe essere posto dopo il verbo e il soggetto. Inoltre, la parola "angoscia" dovrebbe essere sostituita con "è angosciato" per rendere la frase corretta dal punto di vista grammaticale. La versione corretta della frase è "Tommaso è angosciato dal fatto che Lorenzo viaggi."
0	Syntax	Riccardo approva l'idea, ciò.
0	Syntax	Edoardo approva il fatto che Maria canti.
0	Syntax	Desideri tu che Sofia venga.
0	Syntax	Riccardo va al negozio di sigarette.
1	Correct	Alice brama di tornare.
0	Syntax	Andrea incoraggia Maria a sposarsi.
1	Correct	Il fatto che Emma parli allieta suo padre.
1	Correct	Andare al cinema infiamma Sofia.
0	Syntax	La colpisce che Riccardo rida. La frase è grammaticalmente corretta, ma la struttura può essere più naturale cambiando "che" con "di" per evidenziare la sorpresa o l'impatto: "La colpisce di Riccardo che rida."
1	Correct	Mi meraviglia il fatto che Beatrice sia svestita.
0	Syntax	Leonardo allieta Maria perché Maria ride.
1	Correct	La tristezza e la noia deprimono Gabriele.
