label	explanation	correction
1	La frase è grammaticalmente corretta.	La tempesta ha abbattuto la quercia sotto cui il figliol prodigo pascolava i porci.
1	La frase è grammaticalmente corretta e comunica un messaggio chiaro.	Chi tocca i fili muore.
1	La frase è grammaticalmente corretta e utilizza correttamente la struttura della frase e la coniugazione dei verbi.	Alessandro, che è venuto a trovarmi ieri, mi ha detto di salutarti.
1	La frase è grammaticalmente corretta e il suo significato è chiaro.	La commissione ritiene dunque il candidato aver fornito sufficienti prove della sua maturità scientifica.
1	La frase è grammaticalmente corretta e il suo significato è chiaro.	Il timore della guerra è ingiustificato.
1	La frase è grammaticalmente corretta.	Riccardo ha perso le chiavi.
1	La frase è correttamente formulata e grammaticalmente accettabile.	Alessandro è bramoso di potere.
1	La frase è grammaticalmente corretta.	Penso che Francesco domandi l'ora a Lorenzo.
1	La frase è grammaticalmente corretta.	Tommaso ha affermato che Edoardo parla.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	Tommaso ha ordinato ad Andrea di difenderlo.
0	Il participio passato "scoperto" concorda con il soggetto "un delitto" e dovrebbe essere "scoperto" invece di "essere stato scoperto".	Il fatto che sia stato scoperto un delitto ci ha sconvolti.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e utilizza la forma verbale corretta.	La sedia su cui ti sei seduto è rotta.
1	La frase è grammaticalmente corretta e coerente.	Questa è la persona con cui Edoardo ha fatto l'affermazione che Tommaso ha parlato.
0	La frase contiene un errore grammaticale. "Chi" non è la forma corretta da utilizzare in questo contesto. "Chi" viene usato per introdurre una domanda o una clausola relativa, ma in questa frase è necessaria la forma corretta "che".	Edoardo crede che Sofia abbia baciato.
1	La frase è grammaticalmente corretta e comprensibile.	Che problema non sai come potremo risolvere? Nota: La risposta '1' indica che la frase è corretta. In questo caso, la frase non richiede modifiche. Tuttavia, per una maggiore chiarezza, abbiamo incluso l'etichetta "Correct Sentence" seguita dalla frase originale. Se avessimo dovuto correggere la frase, avremmo incluso una frase corretta in italiano.
0	La frase non è corretta in termini di grammatica e forma verbale. "Abbia visto" è una forma impropria del verbo "avere" al modo congiuntivo presente, mentre "vedere" è il verbo corretto.	Lui ha visto. (Se si vuole mantenere il congiuntivo, una frase corretta sarebbe: "Che lui abbia visto.")
0	La frase non è completa e non ha senso compiuto. Manca il soggetto e il verbo principale.	La frase è già corretta. (ma è necessario aggiungere informazioni per renderla completa e sensata)
1	La frase è grammaticalmente corretta e coerente.	Sofia dice che Alessandro parlerà domani.
0	La frase presenta diverse irregolarità grammaticali, come il pronome "se stessa" e l'uso improprio di "a che fare".	Beatrice ha dichiarato di non avere avuto nulla a che fare con Gabriele.
1	La frase è grammaticalmente corretta e coerente.	Riccardo ha detto che Andrea si è guardato.
1	La frase è grammaticalmente corretta e coerente.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	Penso che Edoardo creda che Maria voglia che Gabriele veda Riccardo.
1	La frase è grammaticalmente corretta, in quanto utilizza correttamente la struttura della subordinazione e mantiene l'accordo dei verbi con i soggetti.	Edoardo crede che Emma voglia che Tommaso veda Gabriele.
1	La frase è grammaticalmente corretta, poiché il verbo "mangia" è coniugato correttamente al singolare con il soggetto "Il coniglio".	Il coniglio mangia.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
0	La frase presenta un errore grammaticale, poiché il pronome personale "me" è in una posizione errata. Il pronome personale "io" dovrebbe essere usato al posto di "me" all'inizio della frase.	Per primo sono arrivato io, non tu.
1	La frase è grammaticalmente corretta.	Arriva un uomo.
1	La frase è grammaticalmente corretta.	Leonardo uccise Andrea.
1	La frase è grammaticalmente corretta.	Andrea ha detto che Tommaso lo guarda. (Riformulazione della frase per un maggiore flusso, ma la versione originale è già corretta.)
1	La frase è grammaticalmente corretta.	Gabriele ha voglia di andare al mare.
1	La frase è grammaticalmente corretta e coerente.	È questo libro che non avevo mai letto.
1	La frase è grammaticalmente corretta.	Da quel professore, Tommaso non è stato ancora interrogato.
1	La frase è grammaticalmente corretta.	Alessandro crede che invaderemo quel paese.
1	La frase è grammaticalmente corretta.	A proposito di questi paesi, quale crede Andrea che invaderanno?
1	La frase è grammaticalmente corretta.	L'anno scorso Alessandro scriveva un libro, ma tutt'oggi non l'ha ancora finito.
1	La frase è grammaticalmente corretta e coerente.	L'anno scorso, Edoardo scrisse un libro, ma a tutt'oggi non l'ha ancora finito.
0	La frase contiene una contraddizione, poiché afferma che Gabriele è sia scapolo che sposato.	Gabriele è scapolo o è sposato.
1	La frase è grammaticalmente corretta.	L'attuale re di Francia è calvo.
1	La frase è grammaticalmente corretta e accettabile in italiano.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	Ieri ho promesso a Lorenzo di partire.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile.	Continua così e combinerai guai.
1	La frase è grammaticalmente corretta.	Ho preso le chiavi.
1	La frase è grammaticalmente corretta.	Andrea, trasmettendoci le commissioni della marchesa: "Ha detto: "Darete loro il buongiorno"". In questa frase, il dialogo all'interno delle virgolette è attribuito alla marchesa, e il verbo "ha detto" è utilizzato correttamente per indicare ciò che la marchesa ha affermato. Inoltre, il verbo "darete" è all'imperativo e si riferisce a "loro", indicando un'azione futura che le persone a cui si sta parlando dovranno compiere. La frase è quindi corretta e ben strutturata.
1	La frase è grammaticalmente corretta e accettabile.	Una bella casa fa comodo.
1	La frase è grammaticalmente corretta.	Prendiamo questo. Etichetta: 1 Spiegazione: La frase è grammaticalmente corretta. Frase corretta: Prendiamo questo.
1	La frase è grammaticalmente corretta.	Uso il gladio.
1	La frase è grammaticalmente corretta e coerente.	Il calcolatore funziona bene.
1	La frase è una domanda informale e grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta, in quanto utilizza il verbo "sono" al plurale per accordarsi con il soggetto "le ragazze".	Le ragazze sono arrivate.
1	La frase è grammaticalmente corretta.	Il libro che mi ha prestato Lorenzo non mi piace.
1	La frase è grammaticalmente corretta e le parole sono usate nel modo giusto.	La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile.	Legge velocemente.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile.	Sto andando a prendere la macchina.
1	La frase è grammaticalmente corretta e coerente.	La frase è già corretta.
1	La frase è corretta.	Va' a casa!
1	La frase è grammaticalmente corretta perché utilizza la forma verbale corretta 'sono' per il pronome 'io' nella prima persona singolare.	Io sono affamato.
1	La frase è grammaticalmente corretta e accettabile.	Bravo, questo ragazzo.
1	La frase è grammaticalmente corretta.	Paola è una donna che apprezziamo molto.
1	La frase è grammaticalmente corretta e accettabile.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	Ho visto il libro che mi hai regalato.
1	La frase è grammaticalmente corretta.	Gli amici il cui maestro è Andrea.
1	La frase è grammaticalmente corretta.	Credo che tu abbia ragione.
1	La frase è grammaticalmente corretta.	Siccome è caduto, si è fatto male.
1	La frase è grammaticalmente corretta e accettabile.	Volevano distruggerla e l'hanno distrutta.
1	La frase è grammaticalmente corretta e accettabile.	Ognuno prenda il suo cappotto.
1	La frase è grammaticalmente corretta.	Prendimi quell'aggeggio.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e coerente.	Ho visto una casa.
1	La frase è grammaticalmente corretta.	Ho visto tua madre.
1	La frase è grammaticalmente corretta.	La persona che mi ha parlato. In questa frase, il soggetto "la persona" è accompagnato dal relativo "che" per specificare chi ha parlato al soggetto "mi". La grammatica è corretta e l'espressione è chiara.
1	La frase è grammaticalmente corretta e sensata.	Se uno va in treno, vuole stare comodo.
1	La frase è grammaticalmente corretta e accettabile.	Fa male la mia testa.
1	La frase è grammaticalmente corretta.	Ho due case.
1	La frase è grammaticalmente corretta.	Ho delle case.
1	La frase è grammaticalmente corretta e accettabile.	Il cavallo è arrivato primo.
1	La frase è grammaticalmente corretta.	I cavalli sono animali resistenti.
1	La frase è grammaticalmente corretta.	È venuto qualcuno.
1	La frase è grammaticalmente corretta e accettabile.	È arrivato.
1	La frase è grammaticalmente corretta.	Posso venire.
1	La frase è grammaticalmente corretta e accettabile.	Magari domani piove.
1	La frase è grammaticalmente corretta.	Lui è stato colto dalla pioggia.
0	La frase presenta un errore di accordo soggetto-verbo. In italiano, il verbo "scrivere" richiede il congiuntivo presente per indicare un'azione in corso, e inoltre deve essere accordato con il soggetto "sua zia" al femminile singolare.	Scrive una lettera a sua zia. (La frase è già corretta.)
1	La frase è grammaticalmente corretta e accettabile.	Egli lo vide.
1	La frase è grammaticalmente corretta e ben formulata.	Alessandro promette ad Edoardo di restare a casa.
1	La frase è grammaticalmente corretta e accettabile.	Riccardo non ha tempo.
1	La frase è grammaticalmente corretta e accettabile.	Ho riparato il tavolo.
1	La frase è grammaticalmente corretta e accettabile.	Hanno aperto il libro.
1	La frase è grammaticalmente corretta e il soggetto "le" richiede la forma verbale coniugata "è stato" e non "sono stati".	Le è stato dato il cappello da me.
1	La frase è grammaticalmente corretta.	Quel ragazzo apre la porta.
1	La frase è grammaticalmente corretta e accettabile.	Ho sentito cantare i ragazzi.
0	La frase è sintatticamente confusa e sembra contenere un errore di pronome. Inoltre, la parola "vuole" è incoerente con il soggetto "la macchina".	La macchina vuole lavarla. La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile.	È il meccanico che è venuto.
1	La frase è corretta grammaticalmente.	È venire fino a Napoli che non voglio.
1	La frase è grammaticalmente corretta.	Quanto al bagno, mi fa piacere.
1	La frase è grammaticalmente corretta.	Hai presente Lorenzo?
1	La frase è grammaticalmente corretta.	E da quando vive in America? Label: 1 Explanation: La frase è grammaticalmente corretta. La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile.	Credi che sia possibile una cosa del genere?
0	Il verbo "mi lasciò" è al passato remoto, mentre "volevo dire" è al passato prossimo. Per mantenere la coerenza nel tempo verbale, dovrebbe essere "volevo dire" al passato remoto: "volevo dire".	Appena detto ciò, mi lasciò che piangevo e volevo dire molte cose.  Modificato: Appena detto ciò, mi lasciò che piangevo e volevo dire molte cose.
1	La frase è grammaticalmente corretta.	Sei sempre lo stesso: un amico fidato, paziente e onesto.
1	La frase è grammaticalmente corretta e il significato è chiaro.	La frase è già corretta.
1	La frase è un'espressione idiomatica che non richiede una struttura grammaticale completa e segue le regole dell'italiano informale.	Piangere forte.
1	La frase è grammaticalmente corretta.	Ho preso in casa una specie di gatto.
1	La frase è grammaticalmente corretta e accettabile.	Ho preso dello zucchero.
1	La frase è grammaticalmente corretta.	Non mi piace il vino.
1	La frase è grammaticalmente corretta e coerente.	Quel che vendo è merce cinese.
0	La frase non è grammaticalmente corretta perché manca un verbo. Inoltre, "mettere fretta" non è una frase comprensibile in italiano.	Far presto. (Se si desidera esprimere l'idea di essere veloci o di fare qualcosa rapidamente)
1	La frase è già corretta.	È stato bandito un concorso.
1	La frase è grammaticalmente corretta e accettabile.	Tutte le balene devono essere protette.
1	La frase è corretta, poiché utilizza un imperativo per dare un'istruzione in modo chiaro e diretto.	Mettitelo bene in capo. Nota: Sebbene la frase potrebbe sembrare informale o colloquiale, è grammaticalmente corretta e accettabile. L'imperativo è una forma verbale usata per dare ordini o istruzioni.
0	La contraddizione logica rende la frase grammaticalmente inaccettabile.	La frase non è corretta. Una versione corretta potrebbe essere: "Questa macchina è vecchia ma ben tenuta."
1	La frase è grammaticalmente corretta e accettabile.	Leonardo non conosce Maria.
1	La frase è grammaticalmente corretta e accettabile.	Il governo ha abolito la legge.
1	La frase è grammaticalmente corretta e semanticamente coerente.	Ho spazzolato le scarpe.
1	La frase è grammaticalmente corretta.	Tommaso abita da dieci anni.
1	La frase è grammaticalmente corretta.	Riccardo ha dato un libro a Sofia.
1	La frase è grammaticalmente corretta.	Maria ha corso per ore.
1	La frase è grammaticalmente corretta.	Francesco ha bevuto un caffè.
1	La frase è grammaticalmente corretta e comprensibile.	Andrea ha trovato un biglietto per l'opera.
1	La frase è grammaticalmente corretta.	Edoardo sta compilando.
1	La frase "Emanare profumo" è grammaticalmente corretta e accettabile.	La frase è già corretta.
0	La frase è un'azione che deve essere espressa come un verbo, ma è scritta come un sostantivo.	Aprire un nuovo negozio.  In questo caso, la frase data non è grammaticalmente corretta, ma non è possibile correggerla senza un contesto. Se la frase fosse un titolo o un'esortazione, ad esempio, sarebbe accettabile così com'è. Tuttavia, se fosse una frase completa in una struttura di discorso, dovrebbe essere rielaborata come un verbo: "Dovremmo aprire un nuovo negozio." Oppure "Voglio aprire un nuovo negozio."
0	La frase è corretta e accettabile come espressione idiomatica.	Iniziare un'attività. Esempio di spiegazione: Label: 0 Explanation: La frase è grammaticalmente incompleta e richiede un verbo. Devo iniziare un'attività.
1	La frase è grammaticalmente corretta.	La porta si è chiusa.
1	La frase è grammaticalmente corretta e coerente.	Gabriele non ammette di essere preso in giro.
1	La frase è grammaticalmente corretta.	Paola ha restituito il libro.
1	La frase è grammaticalmente corretta e comprensibile.	Che cosa ha preso?
1	La frase è grammaticalmente corretta.	Le scarpe si sono macchiate.
1	La frase è grammaticalmente corretta, poiché utilizza il verbo "essere" in forma plurale per concordare con il soggetto "giornate".	Le giornate si sono accorciate.
1	La frase è grammaticalmente corretta.	Qualcosa ha accorciato le giornate.
1	La frase è grammaticalmente corretta.	Qualcuno ha accorciato le giornate.
1	La frase è una frase nominale che indica un'azione e non richiede una struttura verbale specifica.	Aggrapparsi a un ramo.
1	La frase è grammaticalmente corretta.	Arenatesi le navi, gli equipaggi sono scesi a terra.
1	La frase è grammaticalmente corretta e accettabile in italiano.	La nebbia è svanita.
0	La frase contiene un errore grammaticale. "Alessandro" è un nome proprio e quindi non può essere usato come soggetto nella forma plurale.	Alessandro si piange sempre. (La frase non è corretta, ma è possibile che sia stata intesa come "Alessandro piange sempre" o "Alessandro si piange (se stesso) sempre". In entrambi i casi, è necessario comprendere il contesto per fornire una correzione appropriata.)
1	La frase è grammaticalmente corretta e accettabile.	Riccardo si lagna sempre.
1	La frase è grammaticalmente corretta.	Alle sue parole, Maria ha annuito.
1	La frase è grammaticalmente corretta.	L'acqua è sgorgata all'improvviso.
1	La frase è grammaticalmente corretta.	Andrea ha sbadigliato?
1	La frase è grammaticalmente corretta, poiché utilizza il verbo "pedalare" in forma corretta al presente indicativo.	Riccardo pedala.
1	La frase è grammaticalmente corretta.	È approfittato dell'esperienza.
1	La frase è grammaticalmente corretta e utilizza la giusta struttura e il giusto ordine delle parole per esprimere il significato desiderato.	Il figlio di Francesco si siede in prima fila alle 8 in punto.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
0	La frase presenta un errore di accordo verbale. Il verbo "ammuffisce" è all'indefinito, mentre il soggetto "il muro" è al singolare.	Il muro ammuffisce in una giornata. (La frase è già corretta, ma la spiegazione è stata fornita per illustrare l'errore.)
1	La frase è grammaticalmente corretta.	Paola sta suonando un pezzo di Bach.
1	La frase è grammaticalmente corretta e accettabile.	Il coro canta molto bene.
1	La frase è grammaticalmente corretta e non ci sono errori evidenti.	Riccardo aspirava sempre il fumo del sigaro.
1	La frase è grammaticalmente corretta e accettabile.	Andrea aspira a diventare medico.
1	La frase è grammaticalmente corretta.	Lorenzo non ha cucinato.
0	La frase contiene un errore grammaticale perché "scrive" è una forma verbale transitiva che richiede un oggetto diretto e "la lettera" è il soggetto.	La lettera è scritta.
0	La frase manca di un verbo e di un soggetto.	Mi scusi, è un disturbo?
1	La frase è grammaticalmente corretta e accettabile.	Leonardo sta compilando.
1	La frase è grammaticalmente corretta.	Riccardo non scrive più da un pezzo.
1	La frase è grammaticalmente corretta e accettabile.	Il macchinista si è fermato.
0	La frase è incompleta e non ha un verbo appropriato per indicare l'azione che i negozianti hanno compiuto.	I negozianti hanno aumentato i prezzi.
1	La frase è grammaticalmente corretta, poiché utilizza il verbo "essere" nella forma plurale "sono" per concordare con il soggetto "i bicchieri" al plurale.	I bicchieri si sono rotti.
1	La frase è grammaticalmente corretta e accettabile.	Paola ha acceso il fuoco.
1	La frase è grammaticalmente corretta e coerente.	Il soggiorno in Canada ha migliorato il suo inglese.
1	La frase è grammaticalmente corretta e accettabile.	La lezione ha continuato.
1	La frase è grammaticalmente corretta e accettabile.	Saltare un ostacolo.
1	La frase è grammaticalmente corretta e accettabile.	Tutti si sono commossi.
1	La frase utilizza correttamente la forma verbale "si è macchiata" per indicare un evento passato accaduto alla tovaglia.	Si è macchiata la tovaglia.
1	La frase è grammaticalmente corretta.	Macchia il vino.
1	La frase è grammaticalmente corretta e accettabile.	L'acqua è gelata in due ore.
0	La frase contiene un errore di coerenza semantica, poiché "le tappe" non può bruciare in senso letterale.	Le candele hanno bruciato per un'ora.
1	La frase è grammaticalmente corretta e accettabile.	Il vetro si rompe.
1	La frase è grammaticalmente corretta.	Ha verificato l'autenticità della firma.
1	La frase è grammaticalmente corretta.	Riccardo lava la macchina.
1	La frase è grammaticalmente corretta.	Paola ha visto la partita con gli amici.
1	La frase è grammaticalmente corretta e accettabile.	Gabriele si è tagliato le basette.
1	La frase è grammaticalmente corretta e accettabile.	Riccardo si è tagliato il mento con il rasoio.
1	La frase è grammaticalmente corretta.	Francesco si è calmato, irrigidito.
1	La frase è grammaticalmente corretta.	Si è rotto il vetro.
0	La frase contiene errori di verbi e preposizioni.	Venite alla festa, mangiate e bevete.
1	La frase è grammaticalmente corretta.	Il dibattito è continuato.
1	La frase è grammaticalmente corretta e accettabile.	Il dibattito ha continuato.
1	La frase è grammaticalmente corretta e il soggetto "Riccardo" concorda correttamente con il verbo "ha cancellato" nella terza persona singolare.	Riccardo ha cancellato la scritta.
0	La frase contiene un errore grammaticale. "Suona" è un verbo transitivo e richiede un oggetto diretto, ma "il telefono" è un complemento indiretto. In questo caso, è corretto utilizzare il verbo "chiama" al posto di "suona".	Leonardo chiama il telefono.
1	La frase è grammaticalmente corretta.	Il livello si è alzato.
1	La frase è grammaticalmente corretta e coerente.	Francesco ha bruciato la torta.
1	La frase è grammaticalmente corretta.	Edoardo è pentito.
1	La frase è grammaticalmente corretta.	Il bosco si è bruciato per tre ore.
1	La frase è grammaticalmente corretta e accettabile.	La biancheria si è asciugata per un'ora.
1	La frase è grammaticalmente corretta e il suo significato è chiaro.	La frase è già corretta.
1	La frase è grammaticalmente corretta, poiché utilizza il verbo "essere" al passato prossimo, il participio passato "ingrassato" e il pronome personale "si" per indicare il soggetto implicito, Riccardo.	Riccardo si è ingrassato.
1	La frase è grammaticalmente corretta e il senso è chiaro.	Tommaso è ingrassato molto dall'ultima volta che l'ho vista.
0	La frase non è corretta perché non è chiaro chi si sia rotto la televisione.	La televisione si è rotta in un'ora.
1	La frase è grammaticalmente corretta e accettabile in italiano.	La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile.	Il treno si è un po' fermato.
1	La frase è grammaticalmente corretta e accettabile.	La camicia è sporca.
1	La frase è grammaticalmente corretta.	Ho notato un libro caduto.
1	La frase è grammaticalmente corretta e coerente.	Alessandro conosce le strade.
1	La frase è grammaticalmente corretta.	Andrea approfitta di Maria.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e accettabile.	Francesco è il capo.
1	La frase è grammaticalmente corretta.	Trenta chili sono pesati da Alessandro.
1	La frase è grammaticalmente corretta.	Mio nonno ha venduto il suo podere.
1	La frase è grammaticalmente corretta.	Due lingue sono parlate da tutti i miei studenti.
0	La frase utilizza il verbo "sono" invece di "sono trascorse" o "vengono studiate" per esprimere la durata del tempo in cui Tommaso studia.	Otto ore al giorno vengono studiate da Tommaso.
1	La frase è grammaticalmente corretta e accettabile.	Alessandro trivella questa cosa.
1	La frase è grammaticalmente corretta.	Tommaso torna da Roma.
1	La frase è grammaticalmente corretta.	Francesco macina il caffè in un vecchio macinino.
1	La frase è grammaticalmente corretta e semanticamente chiara.	Tommaso rubò il portafoglio a Maria in un autobus.
1	La frase è grammaticalmente corretta e coerente nella struttura e nella scelta delle parole.	La frase è già corretta.
1	La frase è grammaticalmente corretta.	Lo scoglio affiora.
1	La frase è grammaticalmente corretta.	Andrea si comporta.
1	La frase è grammaticalmente corretta e coerente.	Leonardo sottrae la penna.
1	La frase è grammaticalmente corretta e coerente.	Lorenzo toglie dalla cassaforte il giornale.
1	La frase è grammaticalmente corretta.	Alessandro legge un libro a letto.
1	La frase è grammaticalmente corretta.	Riccardo beve il the in una tazzina di porcellana.
1	La frase è grammaticalmente corretta.	La frase è già corretta.
1	La frase è grammaticalmente corretta e il suo significato è chiaro.	Tommaso estrasse la pistola nel bar.
1	La frase è grammaticalmente corretta.	Riccardo ci mangia il riso.
0	La frase non è chiara e presenta errori di grammatica. "Tommaso" è un nome proprio, quindi non dovrebbe essere utilizzato come soggetto del verbo "sostiene". Inoltre, manca la preposizione corretta per collegare "sostiene" alla "lastra".	Tommaso sostiene la lastra per voi.
1	La frase è grammaticalmente corretta e comprensibile.	Edoardo prese il libro di storia dalla libreria.
1	La frase è grammaticalmente corretta e ha una struttura sintattica adeguata.	Leonardo prende il libro dalla sala della biblioteca.
1	La frase è grammaticalmente corretta e coerente.	Gabriele mette le casse sul ripiano del montacarichi.
1	La frase è grammaticalmente corretta e comprensibile.	La frase è già corretta.
1	La frase è grammaticalmente corretta, in quanto il verbo 'toglie' concorda con il soggetto 'Tommaso' e il complemento oggetto 'i soldi' è corretto.	Tommaso toglie i soldi dal cassetto.
1	La frase è grammaticalmente corretta e comprensibile.	La chiave sta nella toppa.
0	La preposizione 'dal' richiede che il complemento di tempo sia all'inizio della frase. Inoltre, 'alla strada' dovrebbe essere unito in 'alla strada'.	Lorenzo vi ha piantato i fiori dalla strada al giardino.
1	La frase è grammaticalmente corretta.	Francesco ha lanciato il pallone dal balcone al giardino.
1	La frase è grammaticalmente corretta.	Dal giardino Leonardo ha piantato fiori al garage.
1	La frase è grammaticalmente corretta e le parole sono usate nel contesto appropriato.	Edoardo carica le casse sulla nave.
1	La frase è grammaticalmente corretta.	La scala poggia contro il muro.
1	La frase è grammaticalmente corretta.	I rivoltosi incarcerarono Gabriele nelle segrete della fortezza.
1	La frase è grammaticalmente corretta e le parole sono usate in modo appropriato.	Francesco chiuse Giulia nella stanza. La frase è già corretta.
1	La frase è grammaticalmente corretta e coerente.	Gabriele chiuse il denaro.
1	La frase è grammaticalmente corretta.	Gabriele dette appoggio al libro.
1	La frase è grammaticalmente corretta e accettabile.	Alessandro dette appoggio alla diffusione del libro.
1	La frase è grammaticalmente corretta.	Lorenzo caricò il camion.
1	La frase è grammaticalmente corretta.	Questo latte deterge le impurità dal volto.
1	La frase è grammaticalmente corretta e non richiede modifiche.	Riccardo stipò l'armadio con i vestiti.
1	La frase è grammaticalmente corretta.	La fotografia di Giulia e quella di Lorenzo stanno attaccate.
0	La frase contiene un errore di coerenza e di sintassi. Non è chiaro il significato dell'espressione "l'una all'altra" in questo contesto, e l'uso del pronome "l'" è ambiguo e non richiesto.	Riccardo allontanò Paola dalla finestra.
1	La frase è grammaticalmente corretta e il significato è chiaro.	Francesco avvolge la statua in una tela di lino.
1	La frase è grammaticalmente corretta e ha una struttura sintattica adeguata.	Alessandro accompagna Sofia al cinema.
1	La frase è grammaticalmente corretta.	Andrea accompagnò Paola a scuola.
1	La frase è grammaticalmente corretta poiché segue la regola grammaticale.	I libri non stanno nell'armadio.
1	La frase è grammaticalmente corretta.	Andrea attraversò la parte meno pericolosa del fiume.
0	La frase contiene un errore di concordanza dei tempi verbali. 'Ho intenzione' indica l'attualità, ma 'mi vestirò da sposa' è al futuro.	Ho l'intenzione di vestirmi da sposa.
1	La frase è grammaticalmente corretta.	Francesco mangiava il pane con soddisfazione.
1	La frase è grammaticalmente corretta e accettabile in italiano.	Quella mattina pioveva a dirotto.
