label	category
0	Syntax La frase contiene un errore di costruzione sintattica. La forma corretta sarebbe: "Ha approfittato dell'esperienza." O "È stato approfittato dell'esperienza" se si vuole mantenere il verbo essere. Il soggetto "è" richiede un verbo in terza persona singolare, ma "approfittato" è un participio passato che richiede l'ausiliare "avere" o il soggetto "essere" a seconda del contesto. In questo caso, è più appropriato usare "ha approfittato" poiché l'azione è stata compiuta dal soggetto stesso.
1	Correct
1	Correct
0	Syntax
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
0	Syntax
0	Syntax
1	Correct
1	Correct
1	Correct
0	Syntax
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
0	Syntax
0	Syntax
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
0	Syntax La frase presenta un problema di coesione, poiché le due azioni (calmatosi e irrigidito) sembrano essere state eseguite contemporaneamente, ma non è chiaro se siano correlate o meno. Una riformulazione più chiara potrebbe essere: "Francesco si è calmato, poi si è irrigidito."
1	Correct
0	Syntax
1	Correct
1	Correct
1	Correct
0	Semantics La frase non è corretta perché "Leonardo suona il telefono" suggerisce che Leonardo stia suonando il telefono come strumento musicale, mentre il significato inteso è probabilmente che stia facendo una chiamata telefonica. La corretta espressione sarebbe: "Leonardo fa una chiamata al telefono" o "Leonardo telefona a qualcuno".
1	Correct
1	Correct
1	Correct
0	Semantics La frase è grammaticalmente corretta, ma il significato non è del tutto chiaro o corretto. "Il bosco si è bruciato" implica che il bosco ha subito un incendio, ma è difficile capire il significato di "per tre ore". Se si vuole indicare che l'incendio è durato tre ore, la frase dovrebbe essere "Il bosco ha bruciato per tre ore" o "L'incendio nel bosco è durato tre ore".
1	Correct
1	Correct
1	Correct
1	Correct
0	Syntax La frase non è corretta dal punto di vista sintattico. La parola "si è rotta" richiede un complemento oggetto, e "la televisione" è l'oggetto della frase, ma manca un verbo di collegamento tra "la televisione" e "si è rotta". Una correzione sintattica sarebbe: "La televisione si è rotta in un'ora."
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
0	Syntax La frase presenta un errore di sintassi. In genere, si preferisce utilizzare una costruzione passiva come "Maria viene approfittata da Andrea" o un verbo transitivo diretto come "Andrea sfrutta Maria". L'espressione "Andrea approfitta di Maria" risulta ambigua e potrebbe essere interpretata in modo negativo.
0	Syntax La frase presenta un errore di sintassi. La forma corretta sarebbe "Chi ama Leonardo?" o "A chi piace Leonardo?". In queste frasi, la domanda è posta correttamente e la posizione del nome "Leonardo" è appropriata. Nella frase originale, la parola "Leonardo" è posizionata in modo errato, creando una struttura sintatticamente scorretta.
1	Correct
0	Syntax
1	Correct
1	Correct
0	Syntax
0	Syntax La frase presenta un errore di sintassi. La parola "trivella" dovrebbe essere "trivella" al verbo "trivellare" al fine di formare una frase grammaticalmente corretta. La frase corretta sarebbe "Alessandro trivella questa cosa".
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
0	Morphology La parola "the" è in inglese, mentre la frase è in italiano. La parola corretta in italiano sarebbe "tè". Quindi, la frase corretta sarebbe: "Riccardo beve il tè in una tazzina di porcellana."
1	Correct
1	Correct
1	Correct
0	Syntax
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
0	Semantics La frase è grammaticalmente corretta ma ha un significato non chiaro. Il problema potrebbe essere semantico, poiché la combinazione delle parole "la chiave" e "sta nella toppa" non crea un significato evidente. La correzione potrebbe essere "La chiave è nella toppa" o "La soluzione sta nel dettaglio".
0	Syntax L'errore si trova nel verbo "vi ha piantato". La forma corretta sarebbe "li ha piantati". Questo perché il verbo "piantare" richiede il participio passato "piantati" quando si riferisce a oggetti inanimati come i fiori.
1	Correct
0	Syntax
1	Correct
1	Correct
1	Correct
1	Correct
0	Syntax La frase presenta un errore di sintassi. Il verbo "chiuse" non è appropriato per descrivere l'azione di chiudere il denaro, poiché il denaro non può essere chiuso in senso stretto. Si potrebbe correggere la frase con "Gabriele mise via il denaro" o "Gabriele conservò il denaro", a seconda del contesto.
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
0	Syntax La frase presenta un errore sintattico. "Riccardo allontanò Paola e la finestra" non è grammaticalmente corretta, poiché non è chiaro cosa Riccardo abbia allontanato (Paola o la finestra). Una possibile correzione potrebbe essere: "Riccardo allontanò Paola dalla finestra."
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
0	Syntax
1	Correct
1	Correct
0	Syntax
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
0	Semantics
0	Syntax In questa frase, la parola "lo" è un pronome clitico che deve essere direttamente collegato al verbo che lo segue. Tuttavia, "lo" è separato dal verbo "mangiare" da un'altra parola ("lo mangiare"). Questo tipo di errore è classificato come errore di sintassi. La frase corretta sarebbe: "Maria vuole mangiarlo."
1	Correct
1	Correct
1	Correct
0	Syntax La frase "È sul letto che Maria salta" è sintatticamente corretta, ma la sua interpretazione può essere ambigua. "Sul letto" potrebbe essere inteso come un complemento di specificazione, nel qual caso l'enunciato significherebbe che Maria sta saltando in un certo modo (ovvero, sul letto). Tuttavia, a seconda del contesto e dell'intonazione, "sul letto" potrebbe essere interpretato come un complemento di luogo, il che significherebbe che Maria sta saltando su un letto specifico. Per rendere la frase più chiara e meno ambigua, si potrebbe usare la preposizione "su" al posto di "sul" e rimuovere "che", ottenendo "È su un letto che Maria salta". Questo elimina l'ambiguità e rende la frase più diretta e chiara.
0	Syntax
0	Syntax
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
0	Syntax La frase presenta un errore di sintassi, poiché la struttura e la concordanza dei pronomi e dei verbi non sono corrette. Potrebbe essere rielaborata come: "Alessandro adora le donne che hanno le gambe lunghe."
0	Syntax
1	Correct
0	Syntax
0	Syntax La frase contiene un errore di costruzione sintattica. Il soggetto "polpo" è inanimato, quindi non può essere "divorato". Inoltre, la preposizione "da" è usata in modo non appropriato. La frase corretta sarebbe "Sofia divorata il polpo" o "Sofia mangia il polpo".
0	Semantics La frase non ha un senso chiaro e coerente. Sembra mancare una relazione logica tra la tolleranza e i suoi doveri. Potrebbe essere necessario rivedere la struttura della frase per migliorare la chiarezza. Una possibile correzione potrebbe essere: "La tolleranza non interferisce con i suoi doveri."
1	Correct
1	Correct
1	Correct
0	Syntax La frase presenta un errore di sintassi. La corretta struttura sarebbe "Emma e il film sono stati visti" o "Emma ha visto il film". La combinazione di "Emma e il film" come soggetto richiede il verbo essere al passato prossimo, e "si sono visti" non è la forma corretta per indicare che entrambi hanno visto il film.
1	Correct
0	Semantics La frase contiene un errore di significato. "Involontariamente assorbire" non è un'espressione appropriata per descrivere una relazione tra persone. Si può dire "Beatrice involontariamente coinvolge Francesco" o "Beatrice involontariamente trascina Francesco" per esprimere un'azione involontaria che coinvolge l'altra persona.
0	Morphology La parola "mattone" è un sostantivo e il suo plurale corretto è "mattoni". In questo caso, dovrebbe essere "Lorenzo distribuisce mattoni".
0	Syntax
1	Correct
1	Correct
1	Correct
1	Correct
0	Syntax La frase presenta un errore di sintassi, in quanto "traveste" richiede un complemento oggetto e non un soggetto. In questo caso, dovrebbe essere "Maria traveste Alice" o "Alice traveste Maria", a seconda del significato inteso.
1	Correct
1	Correct
0	Syntax In questa frase, "Fa neve" è sintatticamente non corretta. La forma corretta sarebbe "nevica" o "sta nevicando". L'errore è nella struttura della frase e nel verbo utilizzato.
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
0	Syntax La frase "Gabriele vi ritorna" non è grammaticalmente corretta, poiché "ritorna" è un verbo che richiede un soggetto singolare, ma "Gabriele" è un nome singolare e "vi" è un pronome plurale. La forma corretta sarebbe "Gabriele vi ritorna" o "Gabriele ritorna".
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
0	Syntax
1	Correct
1	Correct
1	Correct
0	Syntax La frase dovrebbe essere modificata per indicare che la Manciuria è stata colonizzata dal Giappone, piuttosto che l'inverso: "Il Giappone colonizzò la Manciuria". In questo modo, il soggetto (Il Giappone) sarà prima dell'azione (colonizzò) e l'oggetto (la Manciuria) sarà dopo l'azione. Questa modifica renderà la frase grammaticalmente corretta e migliorerà la chiarezza del significato. Corretta frase: "Il Giappone colonizzò la Manciuria."
1	Correct
0	Syntax La frase presenta un errore sintattico perché manca un oggetto dopo il verbo "ammassato". Un esempio di correzione potrebbe essere: "Leonardo aveva ammassato libri contro il muro."
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
0	Syntax
1	Correct
1	Correct
1	Correct
1	Correct
0	Semantics
1	Correct
1	Correct
0	Syntax La frase non è grammaticalmente corretta a causa di un errore di sintassi. Dovrebbe essere "Alice travestì Francesco" per essere corretta. "Ne" non dovrebbe essere utilizzato in questa frase.
0	Syntax
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
0	Semantics L'errore nella frase risiede nel significato: "mise il tavolo di cappello" non ha senso perché un tavolo non può essere composto da un cappello. La frase dovrebbe essere corretta in termini di morfologia e sintassi, ma il problema è nel significato (semantica). Una frase corretta potrebbe essere: "Riccardo mise il cappello sul tavolo."
1	Correct
1	Correct
0	Syntax
1	Correct
0	Syntax In questa frase, il verbo "disseminare" richiede un complemento oggetto diretto (COD) per indicare ciò che viene disseminato. "Il prato" è il complemento oggetto indiretto (COI), ma manca il COD. Una versione corretta potrebbe essere: "I turisti disseminano il prato di cartacce." In questo caso, "cartacce" è il COD. La versione originale della frase presenta un errore di sintassi.
0	Syntax
1	Correct
1	Correct
1	Correct
1	Correct
0	Syntax La frase non è grammaticalmente corretta. La struttura sintattica non è chiara e non è chiaro se "fa che" sia l'espressione corretta da utilizzare in questo contesto. Una possibile correzione potrebbe essere: "L'alchimista trasforma il piombo in oro." In questo caso, "trasforma" è il verbo appropriato e la struttura sintattica è corretta.
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
0	Syntax La frase presenta un errore di concordanza tra il soggetto "Riccardo" e il verbo "le sostituisce". Poiché "Riccardo" è un nome proprio, è generalmente maschile, quindi il verbo dovrebbe essere coniugato al maschile: "Riccardo gli sostituisce il tubo catodico".
1	Correct
1	Correct
1	Correct
1	Correct
0	Semantics
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
0	Syntax La frase presenta un errore di costruzione sintattica. Dovrebbe essere "Emma dubita che Alice parta" per essere grammaticalmente corretta. La frase corretta è un esempio di subordinata con il verbo "dubitare" che richiede la proposizione subordinata introdotta dalla congiunzione "che".
0	Syntax
0	Syntax La frase presenta una struttura sintattica errata. Un'opzione corretta potrebbe essere: "Riccardo approva l'idea, ciò."
0	Syntax La frase contiene un errore di sintassi. Dovrebbe essere "Edoardo approva il fatto che Maria canti." Senza la ripetizione di "lo" davanti a "approva".
0	Syntax La frase non è grammaticalmente corretta. La struttura della frase dovrebbe essere "Vuoi che Sofia venga" o "Desideri che Sofia venga". La frase manca di una corretta forma verbale e dell'uso di "che" come congiunzione.
0	Semantics La frase "Riccardo va al fumo" non è grammaticalmente corretta perché "al fumo" non è un'espressione comune o accettabile in italiano. Potrebbe essere stata intesa come "Riccardo va al fumo (caffè)", ma in questo caso, la preposizione "al" non è corretta. Si dovrebbe usare "in" al posto di "al", quindi la frase corrisponderebbe a "Riccardo va al fumo (caffè)".
1	Correct
0	Syntax La frase presenta un errore di sintassi. La struttura corretta sarebbe: "Andrea incoraggia Maria a sposarsi." In questo caso, l'infinito "sposarsi" è utilizzato invece dell'infinito "si sposare".
1	Correct
0	Syntax L'errore in questa frase è di tipo sintattico, poiché non è chiara la relazione tra "Andare al cinema" e "infiamma Sofia". La frase potrebbe essere corretta se riscritta come: "Andare al cinema infiamma Sofia di passione." In questo caso, la relazione tra le due parti della frase è più chiara.
0	Syntax La frase presenta un errore sintattico, poiché "la colpisce" non è una costruzione grammaticalmente corretta per esprimere che qualcosa sorprende qualcun altro. Una versione corretta della frase potrebbe essere: "Le sorprende che Riccardo rida."
1	Correct
0	Syntax La frase presenta un errore di coerenza semantica e sintattica. "Leonardo allieta Leonardo perché Maria ride" non sembra avere senso logico e la struttura sintattica non è chiara. Probabilmente, l'intenzione era esprimere che Maria ride perché Leonardo allieta qualcuno. Una versione corretta potrebbe essere: "Leonardo allieta Maria perché Maria ride". In questo caso, la struttura è chiara e il significato è coerente.
1	Correct
1	Correct
0	Syntax
1	Correct
0	Syntax In questa frase, il verbo "vengo" è usato in modo errato. Il soggetto "Io" richiede la forma verbale "vengo affascinato" per essere grammaticalmente corretta. La frase corretta sarebbe: "Io sono affascinato dal fatto che Edoardo parli di poesia."
0	Syntax La frase presenta un errore nella struttura sintattica, in particolare nella scelta del verbo. La corretta struttura sarebbe "Vedere i marziani accadde a Paola", ma non è grammaticalmente corretta. Una frase corretta potrebbe essere: "Di vedere i marziani accadde a Paola" potrebbe essere "Paola vide i marziani" o "I marziani apparvero a Paola".
0	Syntax La frase contiene un errore di sintassi perché non c'è una relazione logica tra le due parti della frase. "Aver vinto al lotto" è un evento passato, mentre "splendeva nel suo sguardo" è un'azione nel presente. Per correggere l'errore, si potrebbe scrivere: "Aver vinto al lotto, splendeva nel suo sguardo" o "Splendeva nel suo sguardo perché aveva vinto al lotto".
0	Syntax La frase presenta un errore di sintassi. La corretta formulazione dovrebbe essere: "Di aver vinto al lotto splendeva nel suo sguardo." - Correct.
0	Syntax La frase contiene un errore di sintassi, poiché "Si tratta" è una locuzione che richiede un complemento oggetto o un altro elemento di completamento. In questo caso, sembra mancare un complemento oggetto. Una correzione possibile potrebbe essere: "Si tratta di una situazione che dobbiamo fuggire."
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
0	Syntax
0	Syntax La frase contiene un errore sintattico. "si parta" dovrebbe essere "è carino" per formare una frase corretta: "Paola ritiene che sia carino."
0	Syntax
0	Syntax
0	Syntax La frase presenta un errore di costruzione sintattica. Un modo corretto di esprimere questa idea è: "Sofia lo giudica, che Maria abbia troppi amanti." Alternativamente, puoi eliminare "lo giudica" e scrivere: "Sofia che Maria abbia troppi amanti." La frase corretta potrebbe essere: "Sofia lo giudica, che Maria abbia troppi amanti."
0	Syntax La frase presenta un problema di costruzione sintattica. Sarebbe corretto dire: "Giulia lo giudica evidente che Maria sia bella" oppure "Giulia giudica evidente che Maria sia bella." Nella frase originale, c'è un'incongruenza tra "lo giudica" e "che Maria sia bella", poiché il pronome "lo" non ha un antecedente chiaro. Inoltre, la frase sembra contenere un'inversione dell'ordine delle parole, che rende la costruzione sintattica confusa.
0	Syntax La frase presenta un errore di costruzione sintattica. Una versione corretta della frase potrebbe essere: "Leonardo lo suppone che il padre beva troppo." O "Leonardo suppone che il padre beva troppo."
0	Syntax La frase "Io penso qualcosa di te" presenta un errore sintattico. "Di te" dovrebbe essere preceduto da una preposizione come "a proposito di" o "riguardo a" per specificare il soggetto del pensiero. Una versione corretta potrebbe essere: "Io penso a qualcosa riguardo a te".
0	Syntax La frase presenta un errore di sintassi. La corretta formulazione dovrebbe essere: "Io penso che tu ami il tartufo."
1	Correct
0	Syntax
1	Correct
0	Syntax La frase presenta un errore sintattico poiché "ci aspira" è un'espressione non corretta. Dovrebbe essere "Maria ci ispira".
1	Correct
0	Syntax
1	Correct
0	Syntax
0	Syntax In questa frase, il verbo "acconsentire" richiede un complemento oggetto diretto, ma viene utilizzato in modo scorretto con il verbo "leghino", che richiede invece un complemento oggetto indiretto. La frase dovrebbe essere modificata in "Paola acconsente a essere legata."
0	Semantics La frase contiene un'incongruenza semantica. "Sorridere del fatto di aver pianto" è un'espressione che generalmente non è accettabile, poiché normalmente si sorride di qualcosa di positivo o divertente, mentre piangere è un'espressione di emozioni negative. Un'opzione più appropriata potrebbe essere "Alice si sente sollevata per aver pianto."
1	Correct
0	Syntax La frase presenta un problema di costruzione sintattica. Dovrebbe essere "Da quest'analisi risulta il nostro partire" o "Il nostro partire risulta da quest'analisi". In entrambi i casi, la frase è corretta grammaticalmente, ma in quella originale la relazione tra il soggetto e il verbo è invertita.
1	Correct
0	Syntax La frase presenta un errore di sintassi. Dovrebbe essere "Leonardo chiarisce a Paola che non è colpa sua." Perché la struttura corretta è soggetto (Leonardo) + verbo (chiarisce) + destinatario (a Paola) + resto della frase.
1	Correct
0	Syntax La frase non è grammaticalmente corretta. La forma verbale "accennerà" richiede il congiuntivo dopo "se", quindi dovrebbe essere "se partirà o no". La frase corretta sarebbe: "Andrea accennerà ad Edoardo se partirà o no".
1	Correct
1	Correct
1	Correct
0	Morphology La frase contiene un errore di morfologia. Il soggetto della frase è "Il giornalisti" che dovrebbe essere plurale ("giornalisti" senza l'articolo determinativo "il"). La frase corretta sarebbe: "I giornalisti attaccano sui quotidiani il fatto che molti politici sono corrotti."
1	Correct
1	Correct
1	Correct
0	Syntax
1	Correct
1	Correct
0	Syntax La frase non è completamente corretta dal punto di vista sintattico. "Discorre" dovrebbe essere sostituito con "parla" perché "parlare" è il verbo corretto da utilizzare in questo contesto. La frase corretta sarebbe: "Alice parla di partire con Giulia."
1	Correct
1	Correct
0	Syntax La frase non è corretta grammaticalmente. La parola "indugia" richiede la preposizione "a" dopo di sé, seguita dal verbo all'infinito senza "a" quando si riferisce a un'azione che si sta incoraggiando a fare qualcuno. La frase corretta sarebbe: "Leonardo lo indugia a mangiare." Inoltre, il verbo "indugiare" è spesso usato in modo colloquiale e informale, quindi potrebbe essere preferibile utilizzare un'altra espressione per un registro più formale.
1	Correct
1	Correct
1	Correct
0	Syntax La frase "Tommaso suole il pasto" non è corretta. La parola "suole" dovrebbe essere "mangia" o "suole" (con la "l" lunga) per indicare l'abitudine. La forma corretta sarebbe "Tommaso mangia il pasto" o "Tommaso è solito mangiare il pasto" (se si vuole mantenere il riferimento all'abitudine).
1	Correct
0	Syntax
1	Correct
1	Correct
1	Correct
1	Correct
1	Correct
0	Syntax La frase contiene un errore di sintassi. Dovrebbe essere "La folla lo corre a correre a salutarlo." oppure "La folla lo corre a salutarlo." La parola "correre" in questo contesto è un'infinito e dovrebbe essere coniugata correttamente per accordarsi con il soggetto "la folla". Inoltre, l'oggetto della frase "lo" deve essere ripetuto dopo "a salutare" per una corretta costruzione della frase.
1	Correct
1	Correct
1	Correct
1	Correct
