label	category	correction
1	Correct	Il libro che mi ha prestato Lorenzo non mi piace.
1	Correct	Dicono che hai raccontato che non ci vediamo mai.
1	Correct	Legge velocemente. La frase è già corretta.
1	Correct	Andando a casa, ho incontrato tuo fratello.
1	Correct	Sto andando a prendere la macchina.
1	Correct	La frase è già corretta.
0	Morphology	Va' a casa! La frase è già corretta.
1	Correct	Io sono affamato.
1	Correct	Bravo, questo ragazzo.
1	Correct	Paola è una donna che apprezziamo molto.
1	Correct	Cosa fai domani? La frase è già corretta.
1	Correct	Ho visto il libro che mi hai regalato.
0	Syntax	Gli amici di Andrea.
1	Correct	Credo che tu abbia ragione. La frase è già corretta.
0	Syntax	Siccome è caduto, si è fatto male. La frase è già corretta.
1	Correct	Volevano distruggerla e l'hanno distrutta. La frase è già corretta.
1	Correct	Ognuno prenda il suo cappotto.
1	Correct	Prendimi quell'aggeggio. La frase è già corretta.
1	Correct	Ho dato al bambino il latte, ma lui non l'ha bevuto.
0	Syntax	Maria usa il computer, io non lo so fare. La frase è già corretta.
1	Correct	Ho visto una casa.
1	Correct	Ho visto tua madre.
1	Correct	La persona che mi ha parlato. La frase è già corretta.
1	Correct	Se uno va in treno, vuole stare comodo.
1	Correct	La frase è già corretta.
1	Correct	Ho due case. La frase è già corretta.
1	Correct	Ho delle case.
1	Correct	Il cavallo è arrivato primo.
1	Correct	I cavalli sono animali resistenti.
1	Correct	È venuto qualcuno.
1	Correct	È arrivato. La frase è già corretta.
1	Correct	Posso venire.
1	Correct	Magari domani piove.
1	Correct	Lui è stato colto dalla pioggia.
1	Correct	Scrive una lettera a sua zia. La frase è già corretta.
1	Correct	Egli lo vide.
1	Correct	Alessandro promette ad Edoardo di restare a casa.
1	Correct	Riccardo non ha tempo.
1	Correct	Ho riparato il tavolo.
1	Correct	Hanno aperto il libro.
0	Syntax	Gli è stato dato il cappello da me. La frase originale presenta un errore di genere sintattico, poiché "Le" è usato per riferirsi a una persona di genere femminile, ma il pronome "gli" sarebbe corretto se si trattasse di una persona di genere maschile o se l'oggetto fosse neutro. Per correggere l'errore, abbiamo sostituito "Le" con "Gli".
1	Correct	Quel ragazzo apre la porta.
1	Correct	Ho sentito cantare i ragazzi.
0	Syntax	La macchina vuole lavarla. Lui vuole lavare qualcos'altro.
1	Correct	È il meccanico che è venuto.
0	Syntax	Non voglio venire fino a Napoli.
1	Correct	Quanto al bagno, mi fa piacere.
1	Correct	Hai presente Lorenzo? La frase è già corretta.
1	Correct	E da quando vive in America? La frase è già corretta.
1	Correct	Credi che sia possibile una cosa del genere? La frase è già corretta.
0	Syntax	Appena detto ciò, mi lasciò mentre piangevo e volevo dire molte cose.
1	Correct	Sei sempre lo stesso: un amico fidato, paziente e onesto.
1	Correct	Il vento forte sul mare può provocare mareggiate.
0	Syntax	Piangere forte è sbagliato. In questo caso, la frase iniziale non è grammaticalmente corretta perché manca un verbo o un'espressione che funga da oggetto o complemento della frase. Ho aggiunto "è sbagliato" per rendere la frase completa e grammaticalmente corretta.
1	Correct	Ho preso in casa una specie di gatto.
1	Correct	Ho preso dello zucchero.
1	Correct	Non mi piace il vino.
1	Correct	Quel che vendo è merce cinese.
0	Syntax	Mettere fretta. La frase non è completa grammaticalmente. La correzione potrebbe essere: "Mettere fretta a qualcuno" o "Mettere fretta a qualcosa".
1	Correct	È stato bandito un concorso.
1	Correct	Tutte le balene devono essere protette.
0	Morphology	Mettitelo bene in testa. La frase presenta un errore di morfologia, in cui il termine "capo" è stato utilizzato invece di "testa". La forma corretta sarebbe "Mettitelo bene in testa".
0	Semantics	Questa macchina è vecchia ma funziona ancora come nuova.
1	Correct	Leonardo non conosce Maria.
1	Correct	Il governo ha abolito la legge.
1	Correct	Ho spazzolato le scarpe.
1	Correct	Tommaso abita da dieci anni.
1	Correct	Riccardo ha dato un libro a Sofia.
1	Correct	Maria ha corso per ore.
1	Correct	Francesco ha bevuto un caffè.
1	Correct	Andrea ha trovato un biglietto per l'opera.
1	Correct	Edoardo sta compilando.
1	Correct	Emanare profumo. La frase è già corretta.
1	Correct	Aprire un nuovo negozio. La frase è già corretta.
1	Correct	Iniziare un'attività. La frase è già corretta.
1	Correct	La porta si è chiusa.
1	Correct	Gabriele non ammette di essere preso in giro.
1	Correct	Paola ha restituito il libro.
1	Correct	Che cosa ha preso? La frase è già corretta.
1	Correct	Le scarpe si sono macchiate.
1	Correct	Le giornate si sono accorciate.
1	Correct	Qualcosa ha accorciato le giornate.
1	Correct	Qualcuno ha accorciato le giornate.
1	Correct	Aggrapparsi a un ramo. La frase è già corretta.
1	Correct	Arenatesi le navi, gli equipaggi sono scesi a terra. La frase è già corretta.
1	Correct	La nebbia è svanita.
0	Semantics	Alessandro si piange sempre. La frase non ha un significato chiaro, poiché sembra che Alessandro si pianga (come un verbo riflessivo) sempre, il che non ha senso. Potrebbe essere una frase mal scritta o con un errore di significato. Una correzione potrebbe essere: "Alessandro si piange sempre" o "Alessandro è sempre in lacrime."
1	Correct	Riccardo si lagna sempre.
1	Correct	Alle sue parole, Maria ha annuito.
1	Correct	L'acqua è sgorgata all'improvviso.
1	Correct	Andrea ha sbadigliato.
1	Correct	Riccardo pedala.
0	Syntax	Ha approfittato dell'esperienza.
1	Correct	Il figlio di Francesco si siede in prima fila alle 8 in punto.
1	Correct	Quando iniziò il concerto, il figlio di Leonardo sedeva in prima fila.
0	Semantics	Il muro si ammuffisce in una giornata.
1	Correct	Paola sta suonando un pezzo di Bach.
1	Correct	Il coro canta molto bene.
1	Correct	Riccardo aspirava sempre il fumo del sigaro.
1	Correct	Andrea aspira a diventare medico.
1	Correct	Lorenzo non ha cucinato.
0	Syntax	La lettera è stata scritta. La frase originale è grammaticalmente scorretta perché "scrive" richiede un soggetto animato, ma "la lettera" è un oggetto inanimato. Ho corretto la frase aggiungendo "è stata" per rendere il soggetto coerente con il verbo.
0	Syntax	Hai un disturbo?
1	Correct	Leonardo sta compilando. La frase è già corretta.
1	Correct	Riccardo non scrive più da un pezzo.
1	Correct	Il macchinista si è fermato.
0	Syntax	I negozianti hanno aumentato i prezzi.
1	Correct	I bicchieri si sono rotti.
1	Correct	Paola ha acceso il fuoco.
1	Correct	Il soggiorno in Canada ha migliorato il suo inglese.
1	Correct	La lezione ha continuato.
1	Correct	Saltare un ostacolo. La frase è già corretta.
1	Correct	Tutti si sono commossi.
1	Correct	Si è macchiata la tovaglia.
0	Syntax	Macchia il vino. La frase originale presenta un errore sintattico, poiché "il vino" è il soggetto della frase e "macchia" è il verbo, ma manca il pronome complemento oggetto. La versione corretta della frase è: "Macchia il vino."
1	Correct	L'acqua è gelata in due ore.
0	Semantics	Le tappe sono bruciate per un'ora.
1	Correct	Il vetro si rompe.
1	Correct	Ha verificato l'autenticità della firma.
1	Correct	Riccardo lava la macchina.
1	Correct	Paola ha visto la partita con gli amici.
1	Correct	Gabriele si è tagliato le basette.
1	Correct	Riccardo si è tagliato il mento con il rasoio.
1	Correct	Francesco si è calmato, irrigidito.
1	Correct	Si è rotto il vetro.
0	Syntax	Venite alla festa e mangiate e bevete.
1	Correct	Il dibattito è continuato.
1	Correct	Il dibattito ha continuato.
1	Correct	Riccardo ha cancellato la scritta.
0	Semantics	Leonardo suona uno strumento musicale.
1	Correct	Il livello si è alzato. La frase è già corretta.
1	Correct	Francesco ha bruciato la torta.
1	Correct	Edoardo è pentito.
1	Correct	Il bosco si è bruciato per tre ore.
1	Correct	La biancheria si è asciugata per un'ora.
1	Correct	Il libro è sparito per tre giorni, poi è improvvisamente ricomparso sul mio tavolo.
1	Correct	Riccardo si è ingrassato.
1	Correct	Tommaso è ingrassato molto dall'ultima volta che l'ho vista.
0	Syntax	La televisione si è rotta in un'ora.
1	Correct	Alle 8 in punto la sala si è svuotata.
1	Correct	Il treno si è un po' fermato.
1	Correct	La camicia è sporca.
1	Correct	Ho notato un libro caduto.
1	Correct	Alessandro conosce le strade.
0	Morphology	Andrea approfitta di Maria. La frase è già corretta, ma ho aggiunto l'accento sulla lettera 'e' in "approfitta" per renderla completamente corretta dal punto di vista morfologico.
0	Syntax	Chi ama Leonardo? La frase originale presenta un errore di sintassi, poiché il verbo "ama" dovrebbe precedere il soggetto "Leonardo". La frase corretta è "Chi ama Leonardo?".
1	Correct	Francesco è il capo.
0	Syntax	Trenta chili sono stati pesati da Alessandro.
1	Correct	Mio nonno ha venduto il suo podere.
1	Correct	Due lingue sono parlate da tutti i miei studenti.
1	Correct	Otto ore al giorno sono studiate da Tommaso.
0	Syntax	Alessandro trivella questa cosa. La frase contiene un errore di sintassi perché manca un verbo predicativo che concordi con il soggetto "Alessandro". Una correzione sarebbe: "Alessandro scava in questa cosa."
1	Correct	Tommaso torna da Roma.
1	Correct	Francesco macina il caffè in un vecchio macinino.
1	Correct	Tommaso rubò il portafoglio a Maria in un autobus.
1	Correct	Dove Riccardo mise la cassa nel mobile? La frase è già corretta.
1	Correct	Lo scoglio affiora.
1	Correct	Andrea si comporta.
1	Correct	Leonardo sottrae la penna.
1	Correct	Lorenzo toglie dalla cassaforte il giornale.
1	Correct	Alessandro legge un libro a letto.
1	Correct	Riccardo beve il the in una tazzina di porcellana.
1	Correct	Dove Andrea ha preso una sigaretta? La frase è già corretta.
1	Correct	Tommaso estrasse la pistola nel bar.
1	Correct	Riccardo ci mangia il riso.
0	Syntax	Tommaso sostiene la lastra per te.
1	Correct	Edoardo prese il libro di storia dalla libreria.
1	Correct	Leonardo prende il libro dalla sala della biblioteca.
1	Correct	Gabriele mette le casse sul ripiano del montacarichi.
1	Correct	Dove hai messo le foto di Francesco? La frase è già corretta.
1	Correct	Tommaso toglie i soldi dal cassetto.
1	Correct	La chiave sta nella toppa.
1	Correct	Dal giardino alla strada Lorenzo vi ha piantato i fiori.
1	Correct	Francesco ha lanciato il pallone dal balcone al giardino.
1	Correct	Dal giardino Leonardo ha piantato fiori al garage. La frase è già corretta.
1	Correct	Edoardo carica le casse sulla nave.
1	Correct	La scala poggia contro il muro.
1	Correct	I rivoltosi incarcerarono Gabriele nelle segrete della fortezza.
1	Correct	Francesco chiuse Giulia nella stanza.
0	Semantics	Gabriele chiuse il cassetto con i soldi. Motivazione: "Gabriele chiuse il denaro" non è un'espressione grammaticalmente corretta, poiché "denaro" non può essere chiuso. La correzione semantica è stata apportata sostituendo "denaro" con "cassetto con i soldi".
1	Correct	Gabriele dette appoggio al libro.
1	Correct	Alessandro dette appoggio alla diffusione del libro.
1	Correct	Lorenzo caricò il camion.
1	Correct	Questo latte deterge le impurità dal volto.
1	Correct	Riccardo stipò l'armadio con i vestiti.
1	Correct	La fotografia di Giulia e quella di Lorenzo stanno attaccate.
0	Syntax	Riccardo allontanò Paola dalla finestra.
1	Correct	Francesco avvolge la statua in una tela di lino.
1	Correct	Alessandro accompagna Sofia al cinema.
1	Correct	Andrea accompagnò Paola a scuola.
1	Correct	I libri non stanno nell'armadio.
1	Correct	Andrea attraversò la parte meno pericolosa del fiume.
0	Syntax	Ho intenzione di vestirmi da sposa.
1	Correct	Francesco mangiava il pane con soddisfazione.
1	Correct	Quella mattina pioveva a dirotto.
0	Syntax	Alessandro beve il vino.
1	Correct	Francesco ha telefonato e Maria è venuta.
1	Correct	Quel libro è stato dato a Paola da Gabriele.
1	Correct	Paola riceve quel libro da Riccardo.
1	Correct	Andrea mangia un polpo.
1	Correct	Tommaso mangia questo.
1	Correct	Sofia lo adora.
0	Semantics	L'artrosi ha paralizzato le articolazioni.
0	Syntax	Maria vuole mangiare.
1	Correct	Lorenzo ammira Alice.
1	Correct	Riccardo la ammira.
1	Correct	Edoardo mira alla presidenza.
1	Correct	È sul letto che Maria salta.
0	Syntax	Subito Edoardo vuole il caffè.
0	Syntax	Tommaso tiene al successo.
1	Correct	È alla presidenza che mira Leonardo.
1	Correct	Riccardo adora il cinema.
1	Correct	È il cinema che Francesco adora.
1	Correct	È il cinema e non la musica che Alessandro adora.
1	Correct	I denti di Emma battono dal freddo.
0	Syntax	Alessandro le adora, le donne con gambe lunghe.
0	Syntax	Andrea ne adora le amiche di Emma. La frase ha una struttura sintattica scorretta. Potrebbe essere corretta in questo modo: "Andrea adora le amiche di Emma." Se si vuole mantenere il "ne" nella frase, si potrebbe modificare in "Andrea ne adora le storie delle amiche di Emma", ma dipende dal contesto e dall'intenzione del parlante.
1	Correct	Gabriele mangia un gelato.
0	Semantics	Riccardo promette a se stesso che verrà.
0	Syntax	Sofia divorata il polpo.  La frase corretta sarebbe: "Sofia divorata il polpo." Tuttavia, la frase corretta in italiano dovrebbe essere: "Sofia divorerà il polpo." (utilizzando il verbo al futuro e un soggetto corretto).
0	Semantics	La tolleranza non rientra nei suoi doveri.
1	Correct	Riccardo ci viene da Roma.
1	Correct	Andrea pensa a Paola.
1	Correct	Sofia accompagna Maria in Cina.
1	Correct	Emma e il film si sono visti.
1	Correct	Alessandro ammira la casa che è di Paola.
0	Semantics	Beatrice involontariamente assorbe Francesco. Commento: L'azione di "assorbire" Francesco sembra essere poco chiara o improbabile in questo contesto. Forse una parola o espressione più appropriata potrebbe essere utilizzata per descrivere l'azione che Beatrice sta involontariamente compiendo su Francesco. Tuttavia, dal punto di vista grammaticale, la frase è corretta.
0	Syntax	Lorenzo distribuisce i mattoni.
0	Syntax	Riccardo dipinge è bello. La frase originale contiene un errore di sintassi, poiché la struttura "Che Riccardo dipinga è bello" non è corretta. Ho rimosso "che" e modificato il verbo "dipinga" in "dipinge" per ottenere una frase corretta.
1	Correct	Sofia passeggia per Venezia.
1	Correct	Maria raccoglie sassolini.
1	Correct	Giulia legge.
1	Correct	Beatrice schermisce con abilità.
0	Syntax	Maria traveste Alice. La frase è già corretta.
1	Correct	Emma umilia Edoardo.
1	Correct	Il fulmine cadde sulla testa di Andrea.
1	Correct	Fa neve. La frase è già corretta.
1	Correct	Alessandro dormicchia nell'inazione più totale.
1	Correct	La maionese non ha preso bene.
1	Correct	Maria sorride a Giulia.
1	Correct	Quel vestito non va ad Alice.
1	Correct	Il capitale dell'azienda ammonta a molti miliardi.
1	Correct	Una stella splende nel cielo.
1	Correct	Una stella brilla nel cielo.
1	Correct	Una stella scintilla nel cielo.
1	Correct	Il vestito di Maria scintilla di uno stupendo diamante.
1	Correct	Beatrice arde dalla passione.
1	Correct	Paola luccicava dall'emozione.
1	Correct	Quell'idea si fa chiara nel suo animo. La frase è già corretta.
1	Syntax	Gabriele ritorna. Risposta: Label: 1 Category: Correct Correct Sentence: La frase è già corretta.
1	Correct	Riccardo giunge in casa.
0	Syntax	La scala scende in cantina. Risposta: La frase è già corretta.
1	Correct	Il sentiero ci arriva.
1	Correct	La Maggioranza patteggia con l'Opposizione.
1	Correct	Emma lotta su questo punto. La frase è già corretta.
1	Correct	Riccardo taglia il pane a fetta.
0	Syntax	Riccardo vide il volto di lui.
1	Correct	Il sarto ha confezionato un vestito di lino.
1	Correct	Tommaso ha edificato una palazzina nel centro di Roma.
1	Correct	Andrea è brutale con Alice.
1	Correct	La frase è già corretta.
1	Correct	Leonardo aveva ammassato pacchetti alla base della libreria. Nota: "alla base" è una scelta più appropriata rispetto a "alla basse" in questo contesto.
0	Syntax	Leonardo aveva ammassato qualcosa contro il muro.
1	Correct	Lorenzo ci aveva ammassato pacchetti.
1	Correct	L'avaro accumula ricchezze.
1	Correct	Leonardo è importante per noi.
1	Correct	Il Sergente distribuisce i soldati.
1	Correct	Sofia separò il lavoro in due parti distinte.
1	Correct	Paola gli carezzò il volto.
1	Correct	Questa situazione gli complica la vita.
1	Correct	Maria afferrò la mano di Lorenzo.
1	Correct	Questa medicina coagula il sangue.
1	Correct	Riccardo forgia l'acciaio.
1	Correct	Sofia cucina il pollo al limone.
0	Semantics	Le donne danno alla luce i bambini.
1	Correct	Paola converte lo zucchero in caramelle.
1	Correct	Il governo converte gli oppositori in criminali.
0	Syntax	Alice travestì Francesco.
0	Syntax	Riccardo liberò il cane.
1	Correct	Lo Stato accorda troppa fiducia all'amministrazione pubblica.
1	Correct	Tommaso attribuì la decisione di andare in Cina a Leonardo.
1	Correct	Leonardo addebitava il suo insuccesso alla decisione del padre di andare in Francia.
1	Correct	Francesco abbandona la moglie sulla strada.
1	Correct	I ladri rubano le auto ai legittimi proprietari.
1	Correct	Maria spalmò il pane con il coltello.
0	Semantics	Riccardo mise il cappello sul tavolo.
1	Correct	L'aviazione nemica bombardò napalm sulla città.
1	Correct	Andrea imbeve il pane di vino.
1	Correct	Raso rosso foderava i cuscini.
1	Correct	Lorenzo dissemina aneddoti divertenti nei suoi racconti. La frase è già corretta.
1	Correct	I turisti disseminano il prato di cartacce.
0	Semantics	Gabriele nutrì nel figlio l'idea di essere il più bravo ed intelligente di tutti.
1	Correct	Riccardo liberò il cane dalle catene.
1	Correct	Alessandro scarica Giulia dalle proprie responsabilità. In questa frase, la struttura è grammaticalmente corretta e il significato è chiaro. Il verbo "scarica" è usato correttamente, e il complemento oggetto "Giulia" e il complemento di termine "dalle proprie responsabilità" sono coerenti con il significato del verbo.
1	Correct	Tommaso ne ottiene la libertà.
1	Correct	Gabriele difende Giulia contro i pericoli.
0	Syntax	L'alchimista fa derivare l'oro dal piombo.
1	Correct	Riccardo spostò il cappello dall'armadio al tavolo.
1	Correct	Leonardo pone il libro sulla scrivania.
1	Correct	Alessandro prese il cappotto dall'armadio.
1	Correct	Gabriele spedì la ricevuta all'ufficio delle imposte.
1	Correct	Paola spinse le gambe di Francesco verso la parete.
1	Correct	La foresteria ospita gli intervenuti alla manifestazione.
1	Correct	Il dottore spennella le tonsille di Gabriele di iodio.
1	Correct	Leonardo archiviò la documentazione nell'archivio centrale.
1	Correct	I gomiti poggiano sul davanzale.
1	Correct	Riccardo affoga i dispiaceri nel vino.
1	Correct	Un buon timoniere attracca rapidamente la sua nave al molo.
1	Correct	Andrea spostò il bicchiere dal tavolo sul mobile.
1	Correct	Tommaso pompava l'acqua dal lago alla piscina.
1	Correct	Alessandro e Leonardo negoziano la libertà di Maria.
1	Correct	Una donna aveva separato Andrea e Tommaso.
1	Correct	Alessandro ricava danaro dalle sue applicazioni.
1	Correct	Riccardo allontana Maria dalla stanza.
1	Correct	Leonardo conta su Francesco.
1	Correct	Sofia confonde il piacere con la possibilità di essere corteggiata.
1	Correct	Tommaso fondeva l'argento con l'oro.
1	Correct	Gabriele ci sostituisce il tubo catodico.
0	Syntax	Riccardo sostituisce il tubo catodico.
1	Correct	Tommaso alterna Beatrice con Paola.
1	Correct	L'amore lega.
1	Correct	Gabriele dorme.
1	Correct	Maria desidera un libro.
1	Correct	Maria desidera il fatto che tu venga.
1	Correct	Leonardo tiene alla possibilità che lo promuovano.
1	Correct	Giulia abbandona l'idea che vedrà Edoardo. La frase è già corretta.
1	Correct	Maria ha fatto l'affermazione che Francesco è bello.
1	Correct	Maria bada che tutto funzioni alla perfezione.
1	Correct	Edoardo approva che Maria parta.
0	Syntax	Emma dubita che Alice parta.
0	Syntax	La frase non è grammaticalmente corretta. Una versione corretta potrebbe essere: "Che Lorenzo viaggi angoscia Tommaso." Nota: Ho mantenuto la frase originale, anche se è sintatticamente scorretta, perché è probabile che fosse inteso un certo tipo di errore nella frase originale. Se si desidera una versione corretta, è possibile utilizzare "Che Lorenzo viaggi, angoscia Tommaso." Tuttavia, questa frase potrebbe richiedere un contesto aggiuntivo per essere completamente comprensibile.
0	Syntax	Riccardo approva l'idea. Label: 0 Category: Syntax Correct Sentence: Riccardo lo approva, e l'idea è ciò.
0	Syntax	Edoardo approva il fatto che Maria canti.
0	Syntax	Desideri che Sofia venga.
0	Semantics	Riccardo va al fumo. La frase non è corretta dal punto di vista semantico. "Va al fumo" non ha un significato chiaro o comune nel contesto della frase. Una correzione potrebbe essere: "Riccardo va al negozio di sigari."
1	Correct	Alice brama di tornare.
0	Syntax	Andrea incoraggia Maria a sposarsi.
1	Correct	Il fatto che Emma parli allieta suo padre.
1	Correct	Andare al cinema infiamma Sofia. Nota: La frase è grammaticalmente corretta, ma il significato potrebbe non essere chiaro o comune. "Infiammare" in questo contesto potrebbe essere inteso come "stimolare" o "eccitare" Sofia, ma il suo significato letterale è quello di causare irritazione o dolore. Potrebbe essere necessario rivedere il contesto e il significato desiderato.
1	Correct	La colpisce che Riccardo rida.
1	Correct	La frase è già corretta.
0	Semantics	Leonardo allieta Maria perché Maria ride.
1	Correct	La tristezza e la noia deprimono Gabriele.
1	Correct	La frase è già corretta.
0	Syntax	La sola presenza di Alice mi tranquillizza.
1	Correct	Parlare con le ballerine è divertente.
1	Correct	Io vengo affascinato dal fatto che Edoardo parli di poesia. Nota: La frase è già corretta, quindi non sono state apportate modifiche.
0	Syntax	Vedere i marziani accadde a Paola. Ricorda che nella frase corretta, l'infinito "di vedere" è stato cambiato in gerundio "vedere" per rendere la frase corretta dal punto di vista sintattico. La frase corretta in questo caso è "Vedere i marziani accadde a Paola."
1	Syntax	Aver vinto al lotto splendeva nel suo sguardo. Label: 1 Category: Correct Correct Sentence: La frase è già corretta.
0	Syntax	Gli occhi di chi aveva vinto al lotto splendevano.
1	Syntax	Dobbiamo fuggire. Label: 1 Category: Correct Correct Sentence: La frase è già corretta.
1	Correct	Si tratta di fuggire.
1	Correct	Il fatto che Emma sia uscita così presto denota che in questo momento non va d'accordo con te.
1	Correct	Io condanno il fatto che Erode uccise i bambini. La frase è già corretta.
1	Correct	Gabriele adora carezzare Andrea.
1	Correct	Andrea intende sposare Alice.
1	Correct	Riccardo evita guardare la televisione. Nota: Sebbene non sia la forma standard dell'infinito, "guardare" è accettabile in questo contesto in quanto è coerente con il registro informale e la struttura del periodo. Tuttavia, la forma standard dell'infinito sarebbe "evita di guardare".
0	Syntax	Paola ritiene che si parta sia carino.
1	Correct	Lorenzo riteneva Alice fosse Paola. La frase è già corretta.
0	Syntax	Beatrice lo giudica, pensando che Maria abbia troppi amanti.
0	Syntax	Sofia lo giudica perché Maria ha troppi amanti.
0	Syntax	Giulia lo giudica evidente che Maria sia bella. La frase contiene un errore di costruzione, dovrebbe essere: "Giulia giudica evidente che Maria sia bella." La correzione riguarda la sintassi.
0	Syntax	Leonardo suppone che il padre beva troppo.
